name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"15,753,000","15,753,000","14,052,000","15,921,000","24,310,000","65,623,000","115,944,000","98,292,000","86,512,000","117,103,000","129,420,000","164,439,000","186,728,000","320,576,000","291,535,000","386,344,000","1,640,449,000","2,466,970,000","2,458,861,000","2,871,110,000","2,579,415,000","1,941,221,000","981,806,000","626,840,000","368,646,000","187,516,000"
	OperatingRevenue,"15,753,000","15,753,000","14,052,000","15,921,000","24,310,000","65,623,000","115,944,000","98,292,000","86,512,000","117,103,000","129,420,000","164,439,000","186,728,000","320,576,000","291,535,000","386,344,000","1,640,449,000","2,466,970,000","2,458,861,000","2,871,110,000","2,579,415,000","1,941,221,000","981,806,000","626,840,000","368,646,000","187,516,000"
CostOfRevenue,"11,363,000","11,363,000","11,385,000","16,996,000","20,781,000","41,466,000","83,676,000","65,146,000","58,156,000","89,235,000","107,292,000","124,219,000","118,570,000","206,242,000","221,297,000","321,365,000","1,379,207,000","2,145,519,000","2,073,117,000","2,435,274,000","2,009,883,000","1,325,279,000","636,334,000","402,292,000","235,865,000","112,703,000"
GrossProfit,"4,390,000","4,390,000","2,667,000","-1,075,000","3,529,000","24,157,000","32,268,000","33,146,000","28,356,000","27,868,000","22,128,000","40,220,000","68,158,000","114,334,000","70,238,000","64,979,000","261,242,000","321,451,000","385,744,000","435,836,000","569,532,000","615,942,000","345,472,000","224,548,000","132,781,000","74,813,000"
OperatingExpense,"11,199,000","11,199,000","7,054,000","4,244,000","26,772,000","29,112,000","27,901,000","26,630,000","25,841,000","32,857,000","35,209,000","50,906,000","79,605,000","95,219,000","133,490,000","203,885,000","397,179,000","499,110,000","523,904,000","862,221,000","551,247,000","352,905,000","198,840,000","143,100,000","99,001,000","35,699,000"
	SellingGeneralAndAdministration,"5,318,000","5,318,000","2,292,000","-2,642,000","18,689,000","15,827,000","15,156,000","16,777,000","18,146,000","21,515,000","24,515,000","37,626,000","52,457,000","63,857,000","95,240,000","140,742,000","257,559,000","319,145,000","334,455,000","371,461,000","303,911,000","188,859,000","110,263,000","75,764,000","48,055,000","35,122,000"
	ResearchAndDevelopment,"5,881,000","5,881,000","4,762,000","6,886,000","8,083,000","14,467,000","12,745,000","9,853,000","8,502,000","11,342,000","11,686,000","14,520,000","28,131,000","30,123,000","38,044,000","63,243,000","143,291,000","168,275,000","182,869,000","246,813,000","219,079,000","155,676,000","86,182,000","59,809,000","41,452,000","18,648,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,"0","0","516,000","1,239,000","206,000","0","4,111,000","15,961,000","18,871,000","25,853,000","15,551,000","8,370,000","2,395,000","7,527,000","9,494,000","332,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,"0","0","516,000","1,239,000","206,000","0","4,111,000","15,961,000","18,871,000","25,853,000","15,551,000","8,370,000","2,395,000","7,527,000","9,494,000","332,000"
			Amortization,,,,,,,,,,,"0","0","516,000","1,239,000","206,000","0","4,111,000","15,961,000","18,871,000","25,853,000","15,551,000","8,370,000","2,395,000","7,527,000",,"332,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,"0","0","516,000","1,239,000","206,000","0","4,111,000","15,961,000","18,871,000","25,853,000","15,551,000","8,370,000","2,395,000","7,527,000",,"332,000"
	OtherTaxes,,,,"0","0","-1,182,000","0","0","-807,000","0","-992,000","-1,240,000","-1,499,000","0","0",,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,"-4,546,000","-5,548,000","-100,000","-7,782,000","-4,271,000","-12,291,000","218,094,000","12,706,000",,,,,"-18,403,000"
OperatingIncome,"-6,809,000","-6,809,000","-4,387,000","-5,319,000","-23,243,000","-4,955,000","4,367,000","6,516,000","2,515,000","-4,989,000","-13,081,000","-10,686,000","-11,447,000","19,115,000","-63,252,000","-138,906,000","-135,937,000","-177,659,000","-138,160,000","-426,385,000","18,285,000","263,037,000","146,632,000","81,448,000","33,780,000","39,114,000"
NetNonOperatingInterestIncomeExpense,"2,208,000","2,208,000","2,154,000","1,136,000","980,000","1,321,000","1,702,000","1,129,000","816,000","1,610,000","501,000","360,000","2,372,000","2,061,000","1,739,000","1,541,000","-2,948,000","-18,216,000",,,,,,,,
	InterestIncomeNonOperating,"2,208,000","2,208,000","2,154,000","1,136,000","990,000","1,337,000","1,749,000","1,177,000","871,000","1,686,000","589,000","511,000","2,612,000","2,313,000","2,018,000","2,093,000","7,491,000","14,460,000",,,,,,,,
	InterestExpenseNonOperating,"16,000",,"0","0","10,000","16,000","47,000","48,000","55,000","76,000","88,000","151,000","240,000","252,000","279,000","552,000","10,439,000","32,676,000",,,,,,,,
	TotalOtherFinanceCost,"-2,130,000",,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"2,024,000","2,024,000","-706,000","1,649,000","-3,195,000","-310,000","-1,627,000","599,000","-2,411,000","-27,941,000","-16,066,000","-10,053,000","-24,112,000","-6,481,000","-662,000","-77,479,000","-4,852,000","30,410,000","13,383,000","-178,829,000","25,000","-10,601,000","-14,631,000","-8,012,000","1,657,000","-3,809,000"
	GainOnSaleOfSecurity,"1,912,000","1,912,000","-732,000","1,315,000","-2,587,000","-3,880,000","-2,610,000","2,322,000","1,580,000","1,339,000","-707,000","10,944,000","-4,675,000","-8,942,000","8,004,000",,,,,,,,,,,
	EarningsFromEquityInterest,"0",,,,"0","0","-613,000","-687,000","984,000","-13,954,000","-8,878,000","-9,586,000","0","0",,,,,,"-5,463,000","-1,300,000","-5,260,000","-4,053,000","-1,276,000",,"1,348,000"
	SpecialIncomeCharges,"0","0","0","6,000","-1,029,000","3,161,000","539,000","-1,690,000","-5,336,000","-15,809,000","-6,735,000","-10,707,000","-19,640,000","1,684,000","-9,989,000","-77,479,000","-4,852,000","30,410,000","13,383,000","-173,366,000","1,325,000","-5,341,000","-10,578,000","-6,736,000","1,657,000","-5,157,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,"0","0","358,000","2,386,000","16,018,000","46,495,000","13,059,000","14,474,000",,"29,669,000",,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,"1,690,000","1,925,000","9,549,000","3,947,000","9,400,000",,"26,000","0","33,287,000","27,220,000","19,912,000",,,,,,,,
		WriteOff,,,"0","0","1,029,000","0","370,000","1,690,000","5,336,000","15,809,000","6,735,000","9,400,000","3,043,000","476,000","0",,,,,,,,,,,
		OtherSpecialCharges,"-4,343,000",,,,,"-3,161,000",,"-2,976,000","-807,000","-3,489,000","-992,000","-1,240,000","-1,499,000","8,615,000","-481,000","-2,303,000","-35,427,000","-64,796,000",,"143,697,000","0","0","0","0",,
		GainOnSaleOfBusiness,"0","0","0","6,000","0","0","909,000","0","0",,"0","-1,307,000","-16,239,000","4,546,000","5,548,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"112,000","112,000","26,000","328,000","421,000","409,000","1,057,000","654,000","361,000","483,000","254,000","-704,000","203,000","777,000","1,323,000",,,,,,,,,,,
PretaxIncome,"-2,577,000","-2,577,000","-2,939,000","-2,534,000","-25,458,000","-3,944,000","4,442,000","8,244,000","920,000","-31,320,000","-28,646,000","-20,379,000","-33,187,000","14,695,000","-62,175,000","-214,844,000","-143,737,000","-165,465,000","-133,927,000","-391,330,000","31,572,000","251,968,000","135,116,000","78,099,000","42,014,000","15,855,000"
TaxProvision,"1,274,000","1,274,000","2,063,000","3,294,000","-1,782,000","-31,000","-378,000","1,263,000","788,000","-4,162,000","1,618,000","2,351,000","2,392,000","2,918,000","3,115,000","10,860,000","7,087,000","32,898,000","-15,024,000","136,544,000","-20,292,000","42,112,000","27,254,000","19,823,000","14,021,000","626,000"
NetIncomeCommonStockholders,"-3,851,000","-3,851,000","-5,002,000","-5,828,000","-23,676,000","-3,913,000","4,820,000","6,981,000","290,000","-27,158,000","-30,264,000","-22,721,000","-34,385,000","13,387,000","-65,129,000","-225,688,000","-150,316,000","-195,575,000","-117,345,000","-532,645,000","50,849,000","209,856,000","107,862,000","56,954,000","27,013,000","-18,514,000"
	NetIncome,"-3,851,000","-3,851,000","-5,002,000","-5,828,000","-23,676,000","-3,913,000","4,820,000","6,981,000","290,000","-27,158,000","-30,264,000","-22,721,000","-34,385,000","13,387,000","-65,129,000","-225,688,000","-150,316,000","-195,575,000","-117,345,000","-532,645,000","50,849,000","209,856,000","107,862,000","56,954,000","27,013,000","11,463,000"
		NetIncomeIncludingNoncontrollingInterests,"-3,851,000","-3,851,000","-5,002,000","-5,828,000","-23,676,000","-3,913,000","4,820,000","6,981,000","132,000","-27,158,000","-30,264,000","-22,730,000","-35,579,000","11,777,000","-65,290,000","-225,704,000","-150,824,000","-198,363,000","-118,903,000","-533,337,000","50,564,000","208,847,000","109,018,000","58,276,000","29,320,000","13,573,000"
			NetIncomeContinuousOperations,"-3,851,000","-3,851,000","-5,002,000","-5,828,000","-23,676,000","-3,913,000","4,820,000","6,981,000","132,000","-27,158,000","-30,264,000","-22,730,000","-35,579,000","11,777,000","-65,290,000","-225,704,000","-150,824,000","-198,363,000","-117,345,000","-532,645,000","50,849,000","209,856,000","107,862,000","56,954,000","27,993,000","13,119,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,656,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,"-980,000",
		MinorityInterests,,,,,,,"0","0","158,000","0","0","9,000","1,194,000","1,610,000","161,000","16,000","508,000","2,788,000","1,558,000","692,000","285,000","1,009,000","-1,156,000","-1,322,000","-2,307,000","-2,110,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,"29,977,000"
