name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986
MarketCap,"691,330,109","403,750,908","353,055,696","442,349,596","334,140,532","341,817,479","332,759,786","301,844,883","302,383,374","257,094,905","249,224,653","202,955,854","129,472,552","90,093,676","99,413,712","83,898,683","59,861,930","60,222,001","58,025,263","65,996,300","51,061,540","40,409,395","35,852,023","40,391,546","44,656,110","58,673,250","56,665,000","69,746,000","48,240,000","49,288,000","29,232,000","24,360,000","15,003,000","21,625,000","26,565,500","24,388,000","23,916,250","25,279,500","12,635,000"
EnterpriseValue,"384,977,109","149,595,908","78,789,696","117,038,596","203,117,532","169,301,479","151,764,786","120,248,883","162,472,374","92,377,905","97,144,653","82,251,854","28,842,552","17,819,676","32,217,712","70,561,683","46,524,930","50,250,001","52,392,263","58,592,300","44,352,540","36,134,395","37,222,023","41,169,546","40,404,110","49,273,250","56,165,000","69,846,000","48,340,000","50,088,000","28,932,000","24,560,000","16,803,000","24,825,000","26,665,500","23,588,000","23,116,250","23,879,500","10,835,000"
PeRatio,"15.391",,,"3.025",,,"26.689",,,"119.359","77.468","46.223","22.012","11.488","12.95","10.172","8.143","19.391","22.353","14.908","13.281","16.423","28.659",,"26.376","27.332","17.073","22.751","18.868","22.593","13.433","20.548","21.429",,"52.586","66.667","28.191","19.257","24.138"
ForwardPeRatio,,,,,,,,,,,,"27.933","15.385",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"9.652","6.244","7.656","8.676","6.696","7.469","8.016","7.644","6.973","5.75","5.802","5.899","4.013","2.61","2.645","2.02","1.428","1.764","1.731","1.921","1.466","1.181","1.054","1.105","1.198","1.585","1.564","1.875","1.363","1.453","0.887","0.92","0.573","0.717","1.071","1.207","1.239","1.775","1.068"
PbRatio,"2.745","1.951","1.577","1.728","3.042","2.275","2.062","2.02","2.455","1.861","1.863","1.918","1.542","1.389","1.639","1.517","2.029","3.14","3.585","4.539","4.957","5.885","7.365","4.233","2.468","3.315","3.476","5.244","4.508","6.085","4.497","5.665","4.287","6.36","8.855","8.129","7.972","10.533","9.719"
EnterprisesValueRevenueRatio,"5.376","2.313","1.704","2.296","4.07","3.699","3.656","3.045","3.747","2.066","2.262","2.391","0.894","0.516","0.857","1.746","1.146","1.472","1.563","1.706","1.274","1.056","1.094","1.141","1.07","1.335","1.556","1.919","1.343","1.465","0.869","0.916","0.641","0.997","1.075","1.168","1.27","1.694","0.959"
EnterprisesValueEBITDARatio,"6.125","4.573","-0.78","0.589","38.302","-5.656","-21.947","-61.351","32.32","13.78","17.127","10.502","3.341","1.418","2.493","5.119","3.925","7.58","11.63","10.979","8.373","7.514","10.916","-3.397","3.823","4.738","5.249","5.97","4.604","5.386","2.922","-81.867","-10.502","-10.793","6.349","6.739","7.971","5.081","3.495"
