name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010,07/31/2009,07/31/2008,07/31/2007,07/31/2006,07/31/2005,07/31/2004,07/31/2003,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989
OperatingCashFlow,"10,880,000,000","10,880,000,000","19,886,000,000","13,226,000,000","15,454,000,000","15,426,000,000","15,831,000,000","13,666,000,000","13,876,000,000","13,570,000,000","12,552,000,000","12,332,000,000","12,894,000,000","11,491,000,000","10,079,000,000","10,173,000,000","9,897,000,000","12,089,000,000","10,104,000,000","7,899,000,000","7,568,000,000","6,962,000,000","5,319,000,000","6,587,000,000","6,392,000,000","6,141,000,000","4,325,000,000","2,865,000,000","1,448,000,000","1,062,726,000","442,833,000","317,500,000","176,010,000","125,500,000","44,000,000","9,500,000","2,200,000"
	CashFlowFromContinuingOperatingActivities,"10,880,000,000","10,880,000,000","19,886,000,000","13,226,000,000","15,454,000,000","15,426,000,000","15,831,000,000","13,666,000,000","13,876,000,000","13,570,000,000","12,552,000,000","12,332,000,000","12,894,000,000","11,491,000,000","10,079,000,000","10,173,000,000","9,897,000,000","12,089,000,000","10,104,000,000","7,899,000,000","7,568,000,000","6,962,000,000","5,319,000,000","6,587,000,000","6,392,000,000","6,141,000,000","4,325,000,000","2,865,000,000","1,448,000,000","1,062,726,000","442,833,000","317,500,000","176,010,000","125,500,000","44,000,000","9,500,000","2,200,000"
		NetIncomeFromContinuingOperations,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000"
		OperatingGainsLosses,"215,000,000","215,000,000","206,000,000","-453,000,000","-354,000,000","-138,000,000","-24,000,000","-322,000,000","154,000,000","-317,000,000","-258,000,000","-299,000,000","-91,000,000","363,000,000","-213,000,000","-223,000,000","80,000,000","-103,000,000","-210,000,000","-124,000,000","-95,000,000","-155,000,000","520,000,000","1,127,000,000","43,000,000","-92,000,000","1,387,000,000","1,062,000,000","672,000,000","270,041,000","130,344,000","19,200,000","10,300,000",,,,
			GainLossOnSaleOfBusiness,"215,000,000","215,000,000","206,000,000","-453,000,000","-354,000,000","-138,000,000","-24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,"-138,000,000","-24,000,000","-322,000,000","154,000,000","-317,000,000","-258,000,000","-299,000,000","-91,000,000","363,000,000","-213,000,000","-223,000,000","80,000,000","-103,000,000","-210,000,000","-124,000,000","-95,000,000","-155,000,000","520,000,000","1,127,000,000","43,000,000","-92,000,000",,,,,,,,,,,
		DepreciationAmortizationDepletion,"2,507,000,000","2,507,000,000","1,726,000,000","1,957,000,000","1,862,000,000","1,808,000,000","1,897,000,000","2,192,000,000","2,286,000,000","2,150,000,000","2,442,000,000","2,439,000,000","2,460,000,000","2,208,000,000","2,486,000,000","2,030,000,000","1,768,000,000","1,744,000,000","1,413,000,000","1,293,000,000","1,020,000,000","1,199,000,000","1,463,000,000","1,957,000,000","2,236,000,000","863,000,000","489,000,000","329,000,000","214,000,000","132,594,000","74,961,000","30,800,000","13,583,000","6,700,000","3,000,000","1,000,000","100,000"
			DepreciationAndAmortization,"2,507,000,000","2,507,000,000","1,726,000,000","1,957,000,000","1,862,000,000","1,808,000,000","1,897,000,000","2,192,000,000","2,286,000,000","2,150,000,000","2,442,000,000","2,439,000,000","2,460,000,000","2,208,000,000","2,486,000,000","2,030,000,000","1,768,000,000","1,744,000,000","1,413,000,000","1,293,000,000","1,020,000,000","1,199,000,000","1,463,000,000","1,957,000,000","2,236,000,000","863,000,000","489,000,000","329,000,000","214,000,000","132,594,000","74,961,000","30,800,000","13,583,000","6,700,000","3,000,000","1,000,000","100,000"
				Depreciation,"2,507,000,000","2,507,000,000","1,726,000,000","1,957,000,000","1,862,000,000","1,808,000,000","1,897,000,000","2,192,000,000","2,286,000,000","2,150,000,000","2,442,000,000","2,439,000,000","2,460,000,000","2,208,000,000","2,486,000,000","2,030,000,000","1,768,000,000","1,744,000,000","1,413,000,000","1,293,000,000","1,020,000,000","1,199,000,000","1,463,000,000","1,957,000,000","2,236,000,000","863,000,000","489,000,000","329,000,000","214,000,000","132,594,000","74,961,000","36,293,000","13,583,000",,,,
		DeferredTax,"-972,000,000","-972,000,000","-2,085,000,000","-309,000,000","-384,000,000","-38,000,000","-350,000,000","900,000,000","-124,000,000","-194,000,000","-23,000,000","-678,000,000","-37,000,000","-314,000,000","-157,000,000","-477,000,000","-574,000,000","-772,000,000","-622,000,000","-343,000,000","90,000,000","1,089,000,000","118,000,000","-512,000,000","473,000,000","1,713,000,000","590,000,000","346,000,000","88,000,000","124,176,000","-15,508,000","-30,700,000","-6,645,000","-7,800,000","-5,800,000","-400,000","-1,200,000"
