name,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010,07/31/2009,07/31/2008,07/31/2007,07/31/2006,07/31/2005,07/31/2004,07/31/2003,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989,07/31/1988
		NonCurrentDeferredLiabilities,"12,226,000,000","11,642,000,000","10,480,000,000","10,016,000,000","9,040,000,000","7,799,000,000","8,195,000,000","7,673,000,000","6,317,000,000","5,359,000,000","4,664,000,000","4,161,000,000","4,028,000,000","4,182,000,000","3,419,000,000","2,955,000,000","2,663,000,000","1,646,000,000","1,241,000,000","1,188,000,000","975,000,000","774,000,000","749,000,000","744,000,000","1,132,000,000","0",,,,,,,,"400,000","100,000",,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,"1,353,000,000","2,007,000,000",,,,,,,,"0","1,132,000,000","0",,,,,,,,"400,000","100,000",,
			NonCurrentDeferredRevenue,"12,226,000,000","11,642,000,000","10,480,000,000","10,016,000,000","9,040,000,000","7,799,000,000","8,195,000,000","7,673,000,000","6,317,000,000","5,359,000,000","4,664,000,000","4,161,000,000","4,028,000,000","4,182,000,000","3,419,000,000","2,955,000,000","2,663,000,000","1,646,000,000","1,241,000,000","1,188,000,000","975,000,000","774,000,000","749,000,000","744,000,000",,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"3,985,000,000","5,756,000,000","7,725,000,000","8,538,000,000","8,837,000,000","8,927,000,000","8,585,000,000","1,250,000,000","925,000,000","1,876,000,000","1,851,000,000","1,748,000,000","1,844,000,000","1,191,000,000","1,353,000,000","2,007,000,000","749,000,000","0",,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,"30,000,000","49,000,000","10,000,000","6,000,000","10,000,000","90,000,000","10,000,000","15,000,000","22,000,000","45,000,000","44,000,000","43,000,000","42,253,000","41,257,000","40,792,000",,,,,,,
		OtherNonCurrentLiabilities,"2,540,000,000","2,134,000,000","1,968,000,000","2,393,000,000","2,147,000,000","1,309,000,000","1,434,000,000","1,450,000,000","1,431,000,000","1,562,000,000","1,748,000,000","1,230,000,000","558,000,000","723,000,000","652,000,000","539,000,000","669,000,000","438,000,000","511,000,000","1,188,000,000","975,000,000","774,000,000","749,000,000",,,,"-5,000",,,,,,,"-100,000","200,000","100,000",
TotalEquityGrossMinorityInterest,"45,457,000,000","44,353,000,000","39,773,000,000","41,275,000,000","37,920,000,000","33,571,000,000","43,204,000,000","66,137,000,000","63,585,000,000","59,707,000,000","56,661,000,000","59,128,000,000","51,301,000,000","47,259,000,000","44,285,000,000","38,677,000,000","34,402,000,000","31,490,000,000","23,918,000,000","23,184,000,000","25,916,000,000","28,039,000,000","28,671,000,000","27,142,000,000","26,542,000,000","11,855,000,000","7,191,000,000","4,331,875,000","2,860,879,000","1,603,068,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","7,400,000","500,000"
	StockholdersEquity,"45,457,000,000","44,353,000,000","39,773,000,000","41,275,000,000","37,920,000,000","33,571,000,000","43,204,000,000","66,137,000,000","63,586,000,000","59,698,000,000","56,654,000,000","59,120,000,000","51,286,000,000","47,226,000,000","44,267,000,000","38,647,000,000","34,353,000,000","31,480,000,000","23,912,000,000","23,174,000,000","25,826,000,000","28,029,000,000","28,656,000,000","27,120,000,000","26,497,000,000","11,811,000,000","7,148,000,000","4,289,622,000","2,819,622,000","1,562,276,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","7,400,000","500,000"
		CapitalStock,"45,800,000,000","44,289,000,000","42,714,000,000","42,346,000,000","41,202,000,000","40,266,000,000","42,820,000,000","45,253,000,000","44,516,000,000","43,592,000,000","41,884,000,000","42,297,000,000","39,271,000,000","38,648,000,000","37,793,000,000","34,344,000,000","33,505,000,000","30,687,000,000","24,257,000,000","22,394,000,000","22,450,000,000","21,116,000,000","20,950,000,000","20,051,000,000","14,609,000,000","5,731,000,000","3,262,000,000","1,763,200,000","888,067,000","508,674,000",,,,,,"2,700,000",
			PreferredStock,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,"0","0","0",,,,,,"2,700,000",
			CommonStock,"45,800,000,000","44,289,000,000","42,714,000,000","42,346,000,000","41,202,000,000","40,266,000,000","42,820,000,000","45,253,000,000","44,516,000,000","43,592,000,000","41,884,000,000","42,297,000,000","39,271,000,000","38,648,000,000","37,793,000,000","34,344,000,000","33,505,000,000","30,687,000,000","24,257,000,000","22,394,000,000","22,450,000,000","21,116,000,000","20,950,000,000","20,051,000,000","14,609,000,000","5,731,000,000","3,262,000,000","1,763,200,000","888,067,000","508,674,000",,,,,,"0",
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,"33,505,000,000","30,687,000,000","24,257,000,000",,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,087,000,000","1,639,000,000","-1,319,000,000","-654,000,000","-2,763,000,000","-5,903,000,000","1,233,000,000","20,838,000,000","19,396,000,000","16,045,000,000","14,093,000,000","16,215,000,000","11,354,000,000","7,284,000,000","5,851,000,000","3,868,000,000","120,000,000","231,000,000","-617,000,000","506,000,000","3,164,000,000","6,559,000,000","7,733,000,000","7,344,000,000","8,358,000,000","5,782,000,000","3,828,000,000","2,487,058,000","1,777,369,000","996,805,000","620,100,000","318,100,000","146,200,000","61,800,000","18,600,000","5,700,000","500,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,430,000,000","-1,575,000,000","-1,622,000,000","-417,000,000","-519,000,000","-792,000,000","-849,000,000","46,000,000","-326,000,000","61,000,000","677,000,000","608,000,000","661,000,000","1,294,000,000","623,000,000","435,000,000","728,000,000","562,000,000","272,000,000","274,000,000","212,000,000","354,000,000","-27,000,000","-275,000,000","3,530,000,000","298,000,000","58,000,000","-10,264,000","-4,662,000","5,849,000",,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,124,000","-10,264,000","-4,662,000","5,849,000",,,,,,,
			OtherEquityAdjustments,"-1,430,000,000","-1,575,000,000","-1,622,000,000","-417,000,000","-519,000,000","-792,000,000","-849,000,000","46,000,000","-326,000,000","61,000,000","677,000,000","608,000,000","661,000,000","1,294,000,000","623,000,000","435,000,000","728,000,000","562,000,000","272,000,000","274,000,000","212,000,000","354,000,000","-27,000,000","-275,000,000","3,530,000,000","298,000,000","58,000,000","50,000,000","158,848,000","50,933,000",,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,314,000","49,628,000","158,848,000","50,948,000","228,100,000","157,100,000","99,400,000","65,700,000","50,600,000","-1,000,000",
	MinorityInterest,,,,,,"0","0","0","-1,000,000","9,000,000","7,000,000","8,000,000","15,000,000","33,000,000","18,000,000","30,000,000","49,000,000","10,000,000","6,000,000","10,000,000","90,000,000","10,000,000","15,000,000","22,000,000","45,000,000","44,000,000","43,000,000","42,253,000","41,257,000","40,792,000",,,,,,,
TotalCapitalization,"65,078,000,000","51,011,000,000","48,189,000,000","50,293,000,000","49,498,000,000","48,046,000,000","63,535,000,000","91,862,000,000","88,069,000,000","81,155,000,000","76,991,000,000","72,048,000,000","67,583,000,000","63,460,000,000","56,455,000,000","48,942,000,000","40,746,000,000","37,888,000,000","30,244,000,000","23,174,000,000","25,826,000,000","28,029,000,000","28,656,000,000","27,120,000,000","26,497,000,000","11,811,000,000","7,148,000,000","4,289,622,000","2,819,622,000","1,562,276,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","7,600,000","500,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700,000",
CommonStockEquity,"45,457,000,000","44,353,000,000","39,773,000,000","41,275,000,000","37,920,000,000","33,571,000,000","43,204,000,000","66,137,000,000","63,586,000,000","59,698,000,000","56,654,000,000","59,120,000,000","51,286,000,000","47,226,000,000","44,267,000,000","38,647,000,000","34,353,000,000","31,480,000,000","23,912,000,000","23,174,000,000","25,826,000,000","28,029,000,000","28,656,000,000","27,120,000,000","26,497,000,000","11,811,000,000","7,148,000,000","4,289,622,000","2,819,622,000","1,562,276,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","4,700,000","500,000"
NetTangibleAssets,"-24,422,000,000","4,000,000,000","-1,100,000,000","-512,000,000","2,538,000,000","-2,159,000,000","8,946,000,000","33,832,000,000","34,460,000,000","32,853,000,000","29,135,000,000","33,798,000,000","32,329,000,000","27,867,000,000","24,319,000,000","24,020,000,000","19,872,000,000","16,819,000,000","12,524,000,000","17,330,000,000","21,303,000,000","23,430,000,000","24,294,000,000","22,461,000,000","22,410,000,000","11,351,000,000","6,978,000,000","4,289,622,000","2,819,622,000","1,562,276,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","7,400,000","500,000"
WorkingCapital,"-3,722,000,000","12,039,000,000","11,077,000,000","12,855,000,000","18,242,000,000","16,043,000,000","34,802,000,000","56,120,000,000","53,808,000,000","49,956,000,000","47,305,000,000","43,525,000,000","44,202,000,000","39,725,000,000","32,188,000,000","30,522,000,000","21,841,000,000","18,216,000,000","14,363,000,000","12,499,000,000","5,640,000,000","5,143,000,000","9,058,000,000","5,483,000,000","5,914,000,000","1,723,000,000","2,033,000,000","1,981,157,000","1,390,287,000","795,279,000","302,200,000","148,300,000","168,800,000","114,700,000","65,000,000","6,700,000","2,800,000"
InvestedCapital,"76,419,000,000","52,744,000,000","49,288,000,000","52,801,000,000","52,503,000,000","58,237,000,000","68,773,000,000","99,854,000,000","92,229,000,000","85,052,000,000","77,499,000,000","75,331,000,000","67,614,000,000","64,048,000,000","59,551,000,000","48,942,000,000","41,246,000,000","37,888,000,000","30,244,000,000","23,174,000,000","25,826,000,000","28,029,000,000","28,656,000,000","27,120,000,000","26,497,000,000","11,811,000,000","7,148,000,000","4,289,622,000","2,819,622,000","1,562,276,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","5,000,000","500,000"
TangibleBookValue,"-24,422,000,000","4,000,000,000","-1,100,000,000","-512,000,000","2,538,000,000","-2,159,000,000","8,946,000,000","33,832,000,000","34,460,000,000","32,853,000,000","29,135,000,000","33,798,000,000","32,329,000,000","27,867,000,000","24,319,000,000","24,020,000,000","19,872,000,000","16,819,000,000","12,524,000,000","17,330,000,000","21,303,000,000","23,430,000,000","24,294,000,000","22,461,000,000","22,410,000,000","11,351,000,000","6,978,000,000","4,289,622,000","2,819,622,000","1,562,276,000","848,200,000","475,200,000","245,600,000","127,500,000","69,200,000","4,700,000","500,000"
TotalDebt,"30,962,000,000","8,391,000,000","9,515,000,000","11,526,000,000","14,583,000,000","24,666,000,000","25,569,000,000","33,717,000,000","28,643,000,000","25,354,000,000","20,845,000,000","16,211,000,000","16,328,000,000","16,822,000,000","15,284,000,000","10,295,000,000","6,893,000,000","6,408,000,000","6,332,000,000",,,,,,,,,,,,,,,,,"300,000",
NetDebt,"23,454,000,000",,"2,436,000,000","2,351,000,000","2,774,000,000","12,916,000,000","16,635,000,000","22,009,000,000","21,012,000,000","18,477,000,000","14,119,000,000","8,286,000,000","6,529,000,000","9,160,000,000","10,703,000,000","4,577,000,000","1,702,000,000","2,680,000,000","3,035,000,000",,,,,,,,,,,,,,,,,,
ShareIssued,"4,007,000,000","4,066,000,000","4,110,000,000","4,217,000,000","4,237,000,000","4,250,000,000","4,614,000,000","4,983,000,000","5,029,000,000","5,085,000,000","5,107,000,000","5,389,000,000","5,298,000,000","5,435,000,000","5,655,000,000","5,785,000,000","5,893,000,000","6,100,000,000","6,059,000,000","6,331,000,000","6,735,000,000","6,998,000,000","7,303,000,000","7,324,000,000","7,138,000,000","6,595,000,000","6,250,327,998","6,030,980,001","5,837,715,999","4,895,532,000",,"4,449,036,000","4,323,672,000","4,102,632,000","3,851,316,000","3,851,316,000","3,851,316,000"
OrdinarySharesNumber,"4,007,000,000","4,066,000,000","4,110,000,000","4,217,000,000","4,237,000,000","4,250,000,000","4,614,000,000","4,983,000,000","5,029,000,000","5,085,000,000","5,107,000,000","5,389,000,000","5,298,000,000","5,435,000,000","5,655,000,000","5,785,000,000","5,893,000,000","6,100,000,000","6,059,000,000","6,331,000,000","6,735,000,000","6,998,000,000","7,303,000,000","7,324,000,000","7,138,000,000","6,595,000,000","6,250,327,998","6,030,980,001","5,837,715,999","4,895,532,000",,"4,449,036,000","4,323,672,000","4,102,632,000","3,851,316,000","3,851,316,000","3,851,316,000"
