name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,06/30/2011,06/30/2010
PretaxIncome,"1,405,000,000","1,008,000,000","399,000,000","249,000,000","150,000,000","67,000,000","-39,024,000","-113,406,000","-410,419,000","-193,012,000","-175,540,000","-71,197,000","-35,980,000","11,166,000","-29,425,000"
TaxProvision,"259,000,000","-723,000,000","74,000,000","19,000,000","31,000,000","-560,000,000","-12,320,000","3,440,000","3,830,000","5,414,000","3,847,000","2,511,000","1,368,000","1,336,000","280,000"
NetIncomeCommonStockholders,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,656,000","1,639,000","-30,345,000"
	NetIncome,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,348,000","9,830,000","-29,705,000"
		NetIncomeIncludingNoncontrollingInterests,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,348,000","9,830,000","-29,705,000"
			NetIncomeContinuousOperations,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,348,000","9,830,000","-29,705,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,"0","0","308,000","8,191,000","640,000"
AverageDilutionEarnings,,,,,,,,,,,,"0","0","671,000","0"
DilutedNIAvailtoComStockholders,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,656,000","2,310,000","-30,345,000"
BasicEPS,"5.59","8.48","1.61","1.16","0.61","3.36","-0.15","-0.87","-2.75","-1.27","-1.23","-0.54","-0.51","0.065","-1.208"
DilutedEPS,"5.52","8.42","1.6","1.13","0.59","3.18","-0.15","-0.87","-2.75","-1.27","-1.23","-0.54","-0.51","0.065","-1.208"
BasicAverageShares,"204,972,500","204,000,000","201,000,000","198,000,000","193,096,000","186,466,000","177,846,023","171,175,577","164,533,823","155,706,643","145,355,543","135,415,809","73,908,631","25,123,582","25,123,582"
DilutedAverageShares,"207,116,000","206,000,000","204,000,000","203,000,000","202,478,000","197,223,000","177,846,023","171,175,577","164,533,823","155,706,643","145,355,543","135,415,809","73,908,631","25,123,582","25,123,582"
TotalOperatingIncomeAsReported,"1,073,000,000","762,000,000","355,000,000","257,000,000","199,000,000","42,000,000","-42,426,000","-64,396,000","-382,168,000","-166,365,000","-151,835,000","-66,267,000","-37,584,000","10,560,000","-28,199,000"
TotalExpenses,"8,882,000,000","8,209,000,000","6,890,000,000","5,639,000,000","4,320,000,000","3,418,000,000","2,651,242,000","1,982,890,000","1,503,153,000","1,171,845,000","834,398,000","490,917,000","281,296,000","82,081,000","71,528,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,348,000","9,830,000","-29,705,000"
NormalizedIncome,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","156,286,666.667","627,000,000","-26,704,000","-116,846,000","-250,295,400","-198,456,600","-181,827,200","-71,314,720","-38,372,320","9,830,000","-29,705,000"
InterestIncome,"373,000,000","302,000,000","82,000,000","20,000,000","39,000,000","55,409,000","56,135,000","4,384,000","8,528,000","4,858,000","2,964,000","1,053,000","351,000","606,000","-1,226,000"
InterestExpense,"24,000,000","24,000,000","27,000,000","28,000,000","33,000,000","33,000,000","52,733,000","50,623,000","31,493,000","29,429,000","27,501,000","3,310,000","0",,"1,226,000"
NetInterestIncome,"349,000,000","278,000,000","55,000,000","20,000,000","6,000,000","-33,000,000","3,402,000","-49,010,000","-24,750,000","-26,239,000","-26,095,000","-2,445,000","351,000","606,000","-1,226,000"
EBIT,"1,429,000,000","1,032,000,000","426,000,000","257,000,000","183,000,000","100,000,000","13,709,000","-62,783,000","-378,926,000","-163,583,000","-148,039,000","-67,887,000","-35,980,000","10,560,000","-28,199,000"
EBITDA,"1,995,000,000","1,594,000,000","859,000,000","729,000,000","519,000,000","352,000,000","163,313,000","51,092,000","-295,844,000","-103,227,000","-105,980,000","-43,735,000","-22,474,000","12,032,000","-27,830,000"
ReconciledCostOfRevenue,"2,084,000,000","1,921,000,000","1,573,000,000","1,353,000,000","987,000,000","796,000,000","622,658,000","499,862,000","398,995,000","329,413,000","248,776,000","155,259,000","104,009,000","31,575,000","16,190,000"
ReconciledDepreciation,"566,000,000","562,000,000","433,000,000","472,000,000","336,000,000","252,000,000","149,604,000","113,875,000","83,082,000","60,356,000","42,059,000","24,152,000","13,506,000","1,472,000","369,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,146,000,000","1,731,000,000","325,000,000","230,000,000","119,000,000","627,000,000","-26,704,000","-116,846,000","-414,249,000","-198,426,000","-179,387,000","-73,708,000","-37,348,000","9,830,000","-29,705,000"
TotalUnusualItemsExcludingGoodwill,,,,"-3,000,000","-47,000,000","-594,000","21,852,000","-11,117,000","-273,256,000","51,000","2,490,000","-2,493,000","1,067,000","606,000",
TotalUnusualItems,,,,"-3,000,000","-47,000,000","-594,000","21,852,000","-11,117,000","-273,256,000","51,000","2,490,000","-2,493,000","1,067,000","606,000",
NormalizedEBITDA,"1,995,000,000","1,594,000,000","859,000,000","729,000,000","566,000,000","352,000,000","163,313,000","51,092,000","-22,588,000","-103,278,000","-108,470,000","-41,242,000","-23,541,000","12,032,000","-27,830,000"
TaxRateForCalcs,"0.184","0.21","0.19","0.076","0.207","0.27","0.316","0.4","0.4","0.4","0.02","0.04","0.04","0.12","0.35"
TaxEffectOfUnusualItems,"0","0","0","0","-9,713,333.333","0","0","0","-109,302,400","20,400","49,800","-99,720","42,680","0","0"
