name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003
			ChangeInPayablesAndAccruedExpense,"766,000,000","-478,000,000","528,000,000","507,000,000","1,100,000,000","982,000,000","287,000,000","353,000,000","104,000,000","253,986,000","159,973,000","-29,043,000","193,358,000","80,336,000","133,250,000","62,910,000","63,952,000","-1,392,000","-1,764,000","7,687,000","490,000","1,429,000","-199,000"
				ChangeInPayable,"766,000,000","-478,000,000","528,000,000","507,000,000","1,100,000,000","982,000,000","287,000,000","-39,000,000","35,000,000","253,986,000","159,973,000","-29,043,000","193,358,000","80,336,000","133,250,000","-1,588,000","8,512,000",,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,"26,838,000",,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,"26,838,000",,,,,,
					ChangeInAccountPayable,"766,000,000","-478,000,000","528,000,000","507,000,000","1,100,000,000","982,000,000","287,000,000","-39,000,000","35,000,000","253,986,000","159,973,000","-29,043,000","193,358,000","80,336,000","133,250,000","-1,588,000","8,512,000",,,,,,
				ChangeInAccruedExpense,,,,,,"967,000,000","213,000,000","392,000,000","69,000,000",,,,,"67,692,000","132,004,000","64,498,000","55,440,000",,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,"11,122,000","2,883,000","-9,770,000","-1,405,000","-63,701,000",,,"-23,688,000","-216,000","-17,043,000","-5,675,000"
			ChangeInOtherCurrentLiabilities,"-529,000,000","-621,000,000","-699,000,000","-801,000,000","-830,000,000","-728,000,000","0",,,,,,,,,,"112,852,000","48,950,000","27,926,000","16,521,000","46,651,000","40,796,000","14,730,000"
			ChangeInOtherWorkingCapital,"-973,000,000","-249,000,000","-601,000,000","346,000,000","227,000,000","535,000,000","522,000,000","372,000,000","493,000,000","589,664,000","477,926,000","347,263,000","246,828,000","277,475,000","106,446,000","27,986,000","47,859,000","149,232,000","84,525,000","52,069,000",,,
InvestingCashFlow,"-532,000,000","-1,327,000,000","-1,989,000,000","-14,536,000,000","-3,971,000,000","-2,980,000,000","-5,308,000,000","-2,011,000,000","-2,684,000,000","-1,487,878,000","-698,360,000","-2,431,555,000","-938,918,000","-489,690,000","-1,062,554,000","-378,616,000","-120,997,000","-102,709,000","-168,596,000","-47,805,000","-149,199,000","-21,144,000","-9,555,000"
	CashFlowFromContinuingInvestingActivities,"-532,000,000","-1,327,000,000","-1,989,000,000","-14,536,000,000","-3,971,000,000","-2,980,000,000","-5,308,000,000","-2,011,000,000","-2,684,000,000","-1,487,878,000","-698,360,000","-2,431,555,000","-938,918,000","-489,690,000","-1,062,554,000","-378,616,000","-120,997,000","-102,709,000","-168,596,000","-47,805,000","-149,199,000","-21,144,000","-9,555,000"
		CapitalExpenditureReported,"-613,000,000","-736,000,000","-798,000,000","-717,000,000","-710,000,000","-643,000,000","-595,000,000","-534,000,000","-464,000,000","-284,476,000","-290,454,000","-299,110,000","-175,601,000","-151,645,000","-90,887,000","-49,501,000","-61,059,000",,,,,,
		NetPPEPurchaseAndSale,,,,,,,,"0","0","-177,011,000","96,805,000","0","-4,106,000","-19,655,000","-277,944,000","0",,"-43,552,000","-22,123,000","-23,434,000","-4,308,000","-2,916,000","-2,022,000"
			PurchaseOfPPE,,,,,,,,"0","0","-425,376,000","0","0","-4,106,000","-19,655,000","-277,944,000","0",,"-43,552,000","-22,123,000","-23,434,000","-4,308,000","-2,916,000","-2,022,000"
			SaleOfPPE,,,,,,,,"0","0","248,365,000","96,805,000","0",,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-420,000,000","-82,000,000","-439,000,000","-14,876,000,000","-1,281,000,000","-369,000,000","-5,115,000,000","-25,000,000","-3,193,000,000","-58,680,000","38,071,000","-2,617,302,000","-579,745,000","-422,699,000","-403,331,000","-11,999,000","-27,907,000",,"-18,279,000",,,,
			PurchaseOfBusiness,"-420,000,000","-82,000,000","-439,000,000","-14,876,000,000","-1,281,000,000","-369,000,000","-5,115,000,000","-25,000,000","-3,193,000,000","-58,680,000","0","-2,617,302,000","-579,745,000","-422,699,000","-403,331,000","-11,999,000","-27,907,000",,,,,,
			SaleOfBusiness,,,,,,,,,"0",,"38,071,000",,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"501,000,000","-509,000,000","-752,000,000","1,057,000,000","-1,980,000,000","-1,968,000,000","402,000,000","-1,452,000,000","973,000,000","-967,711,000","-542,782,000","484,857,000","-179,466,000","104,309,000","-290,392,000","-317,116,000","-32,031,000","-59,157,000","-128,194,000","-27,562,000","-145,612,000","-18,049,000","-7,300,000"
			PurchaseOfInvestment,"-5,913,000,000","-4,257,000,000","-5,327,000,000","-7,392,000,000","-5,902,000,000","-4,625,000,000","-1,430,000,000","-2,219,000,000","-1,180,000,000","-1,525,486,000","-874,265,000","-589,863,000","-1,030,982,000","-660,601,000","-1,702,654,000","-1,322,352,000","-470,657,000","-447,296,000","-336,878,000","-193,165,000","-282,220,000","-39,900,000","-27,977,000"
			SaleOfInvestment,"6,414,000,000","3,748,000,000","4,575,000,000","8,449,000,000","3,922,000,000","2,657,000,000","1,832,000,000","767,000,000","2,153,000,000","557,775,000","331,483,000","1,074,720,000","851,516,000","764,910,000","1,412,262,000","1,005,236,000","438,626,000","388,139,000","208,684,000","165,603,000","136,608,000","21,851,000","20,677,000"
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"-2,777,000","3,191,000","721,000","-179,000","-233,000"
FinancingCashFlow,"-10,621,000,000","-7,477,000,000","-3,562,000,000","7,838,000,000","1,194,000,000","164,000,000","2,010,000,000","221,000,000","998,000,000","73,152,000","-318,211,000","1,598,234,000","334,545,000","75,850,000","14,074,000","637,153,000","96,911,000","92,713,000","45,027,000","15,820,000","118,850,000","1,099,000","1,032,000"
	CashFlowFromContinuingFinancingActivities,"-10,621,000,000","-7,477,000,000","-3,562,000,000","7,838,000,000","1,194,000,000","164,000,000","2,010,000,000","221,000,000","998,000,000","73,152,000","-318,211,000","1,598,234,000","334,545,000","75,850,000","14,074,000","637,153,000","96,911,000","92,713,000","45,027,000","15,820,000","118,850,000","1,099,000","1,032,000"
		NetIssuancePaymentsOfDebt,"-1,642,000,000","-1,811,000,000","-423,000,000","6,549,000,000","-127,000,000","-676,000,000","1,306,000,000","-429,000,000","597,000,000","-382,330,000","-627,200,000","1,369,159,000","-31,754,000","-30,533,000","-10,355,000","558,975,000","-997,000","-175,000","-617,000","-614,000","-493,000","-531,000","-757,000"
			NetLongTermDebtIssuance,"-1,642,000,000","-1,811,000,000","-423,000,000","6,549,000,000","-127,000,000","-676,000,000","1,306,000,000","-429,000,000","597,000,000","-382,330,000","-627,200,000","1,369,159,000","-31,754,000","-30,533,000","-10,355,000","558,975,000","-997,000",,,,,,
				LongTermDebtIssuance,,"0","0","7,906,000,000",,"0","2,966,000,000","0","1,245,000,000","0","12,325,000","1,416,250,000","0","0","0","567,094,000","0",,,,,,
				LongTermDebtPayments,"-1,642,000,000","-1,811,000,000","-423,000,000","-1,357,000,000","-127,000,000","-676,000,000","-1,660,000,000","-429,000,000","-648,000,000","-382,330,000","-639,525,000","-47,091,000","-31,754,000","-30,533,000","-10,355,000","-8,119,000","-997,000",,,,,,
		NetCommonStockIssuance,"-10,085,000,000","-7,620,000,000","-4,000,000,000","0","0",,,,,,,,,,"-171,964,000",,,"60,910,000","29,070,000","15,707,000","118,300,000","1,630,000","1,789,000"
			CommonStockIssuance,,,,,,,,,,,,,,,,,"0","60,910,000","29,082,000","15,735,000","118,554,000","1,647,000","2,131,000"
			CommonStockPayments,"-10,085,000,000","-7,620,000,000","-4,000,000,000","0","0",,,,,,,,,,"-171,964,000",,,,"-12,000","-28,000","-254,000","-17,000","-342,000"
		ProceedsFromStockOptionExercised,"1,878,000,000","1,954,000,000","861,000,000","1,289,000,000","1,321,000,000","840,000,000","704,000,000","650,000,000","401,000,000","455,482,000","308,989,000","374,731,000","351,366,000","116,565,000","160,402,000","153,139,000","43,311,000",,,,,,
		NetOtherFinancingCharges,,,,,"-103,000,000","-173,000,000","-131,000,000",,,"59,496,000","7,730,000","-145,656,000","14,933,000","-10,182,000","-135,973,000","-74,961,000","54,597,000","31,978,000","16,574,000","727,000","1,043,000",,
EndCashPosition,"7,693,000,000","8,472,000,000","7,016,000,000","5,464,000,000","6,195,000,000","4,145,000,000","2,669,000,000","2,543,000,000","1,607,000,000","1,158,363,000","908,117,000","781,635,000","747,245,000","607,284,000","424,292,000","1,011,306,000","483,834,000","279,095,000","86,608,000","99,842,000","35,731,000","10,463,000","8,709,000"
	ChangesInCash,"921,000,000","1,430,000,000","1,560,000,000","-698,000,000","2,024,000,000","1,515,000,000","100,000,000","948,000,000","476,000,000","257,355,000","164,873,000","42,148,000","132,524,000","177,667,000","-589,399,000","529,448,000","205,471,000","194,279,000","-12,345,000","63,908,000","25,523,000","1,736,000","-3,310,000"
	EffectOfExchangeRateChanges,"-11,000,000","26,000,000","-8,000,000","-33,000,000","26,000,000","-39,000,000","26,000,000","-12,000,000","-27,000,000","-7,109,000","-38,391,000","-7,758,000","7,437,000","5,325,000","2,385,000","-1,976,000","-732,000","-1,792,000","-889,000","203,000","-255,000","18,000","310,000"
	BeginningCashPosition,"6,772,000,000","7,016,000,000","5,464,000,000","6,195,000,000","4,145,000,000","2,669,000,000","2,543,000,000","1,607,000,000","1,158,000,000","908,117,000","781,635,000","747,245,000","607,284,000","424,292,000","1,011,306,000","483,834,000","279,095,000","86,608,000","99,842,000","35,731,000","10,463,000","8,709,000","11,709,000"
IncomeTaxPaidSupplementalData,"1,693,000,000","1,027,000,000","510,000,000","196,000,000","216,000,000","129,000,000","83,000,000","53,000,000","36,000,000","31,462,000","36,219,000","28,870,000","53,089,000","20,981,000","90,000","28,479,000","9,600,000",,,,,,
InterestPaidSupplementalData,"236,000,000","254,000,000","275,000,000","187,000,000","96,000,000","106,000,000","94,000,000","40,000,000","55,000,000","37,954,000","24,684,000","21,503,000","6,890,000","6,587,000","5,290,000","1,069,000","107,000",,,,,,
CapitalExpenditure,"-613,000,000","-736,000,000","-798,000,000","-717,000,000","-710,000,000","-643,000,000","-595,000,000","-534,000,000","-464,000,000","-709,852,000","-290,454,000","-299,110,000","-179,707,000","-171,300,000","-368,831,000","-49,501,000","-61,059,000","-43,552,000","-22,123,000","-23,434,000","-4,308,000","-2,916,000","-2,022,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,"0","60,910,000","29,082,000","15,735,000","118,554,000","1,647,000","2,131,000"
IssuanceOfDebt,,"0","0","7,906,000,000",,"0","2,966,000,000","0","1,245,000,000","0","12,325,000","1,416,250,000","0","0","0","567,094,000","0",,,,,,
RepaymentOfDebt,"-1,642,000,000","-1,811,000,000","-423,000,000","-1,357,000,000","-127,000,000","-676,000,000","-1,660,000,000","-429,000,000","-648,000,000","-382,330,000","-639,525,000","-47,091,000","-31,754,000","-30,533,000","-10,355,000","-8,119,000","-997,000",,,,,,
RepurchaseOfCapitalStock,"-10,085,000,000","-7,620,000,000","-4,000,000,000","0","0",,,,,,,,,,"-171,964,000",,,,"-12,000","-28,000","-254,000","-17,000","-342,000"
FreeCashFlow,"11,461,000,000","9,498,000,000","6,313,000,000","5,283,000,000","4,091,000,000","3,688,000,000","2,803,000,000","2,204,000,000","1,698,000,000","962,229,000","890,990,000","576,359,000","557,190,000","420,207,000","90,250,000","221,410,000","168,498,000","160,723,000","89,101,000","72,459,000","51,564,000","18,865,000","3,191,000"
