name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"7,825,031,036","9,949,255,728","8,118,040,138","9,214,770,000","9,004,702,000","7,468,470,000","8,368,128,000"
EnterpriseValue,"8,768,931,036","10,901,355,728","8,944,640,138","9,787,270,000","8,901,002,000","7,338,670,000","7,491,928,000"
PeRatio,"14.36","18.897","24.065",,"116.789",,
ForwardPeRatio,"10.373","14.389","12.937","16.051","23.365","28.409","51.02"
PegRatio,"2.035","1.622","2.29","0.84","1.057","1.255","6.384"
PsRatio,"3.299","4.159","3.618","4.677","4.989","4.631","6.281"
PbRatio,,,,,"10.578","9.793","13.006"
EnterprisesValueRevenueRatio,"3.461","4.422","3.903","4.668","4.796","4.612","5.67"
EnterprisesValueEBITDARatio,"13.29","20.876","17.294","23.415","39.648","79.942","-22.897"
