name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986
PretaxIncome,"611,107,000","553,624,000","471,309,000","473,142,000","257,000,000","216,072,000","156,932,000","156,283,000","144,569,000","109,238,000","133,131,000","131,984,000","136,243,000","97,455,000","92,304,000","97,570,000","112,995,000","149,662,000","159,192,000","194,088,000","168,815,000","172,140,000","53,098,000","76,853,000","47,070,000","50,600,000","42,100,000","35,600,000","28,700,000","21,400,000","16,500,000","8,700,000","6,600,000","4,400,000","2,400,000","3,200,000","3,700,000","4,000,000","3,200,000"
TaxProvision,"132,563,000","124,249,000","97,768,000","81,058,000","20,589,000","23,948,000","30,450,000","22,869,000","35,121,000","22,736,000","38,252,000","41,889,000","44,239,000","25,893,000","27,847,000","32,105,000","31,809,000","45,012,000","55,706,000","59,540,000","66,027,000","64,983,000","35,214,000","30,741,000","19,439,000","20,620,000","17,800,000","14,900,000","11,300,000","8,600,000","6,500,000","3,400,000","2,700,000","1,600,000","800,000","1,200,000","1,300,000","1,900,000","1,600,000"
NetIncomeCommonStockholders,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,102,000","83,952,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
	NetIncome,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,102,000","83,952,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
		NetIncomeIncludingNoncontrollingInterests,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,102,000","83,952,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
			NetIncomeContinuousOperations,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,465,000","81,186,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,"0","0","-363,000","2,766,000",,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,"-900,000",,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,102,000","83,952,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
BasicEPS,"19.32","17.18","14.34","13.65","8.13","6.63","4.79","4.16","3.52","2.75","2.8","2.55","2.64","1.82","1.44","1.34","1.72","1.87","1.63","2.02","1.47","1.48","0.327","0.933","0.573","0.631","0.524","0.433","0.371","0.276","0.252","0.131","0.098","0.071","0.042","0.05","0.062","0.062","0.053"
DilutedEPS,"19.03","16.93","14.18","13.4","7.9","6.34","4.57","3.98","3.39","2.65","2.72","2.48","2.55","1.79","1.42","1.33","1.7","1.82","1.59","1.86","1.31","1.4","0.32","0.889","0.56","0.619","0.498","0.433","0.371","0.276","0.234","0.131","0.098","0.071","0.042","0.05","0.062","0.062","0.053"
BasicAverageShares,"24,763,250","24,986,000","26,042,000","28,734,000","29,067,000","28,980,000","29,711,000","30,862,000","31,129,000","31,402,000","33,870,000","35,332,000","34,909,000","39,359,000","44,903,000","48,658,000","48,940,000","56,054,000","63,579,000","66,556,000","69,923,810","72,403,378","54,801,000","49,468,500","48,127,500","47,496,375","46,450,125","47,931,750","46,909,626","46,382,021","39,646,355","40,592,497","39,826,804","39,315,903","38,514,310","39,646,355","38,513,383","33,699,210","29,955,254"
DilutedAverageShares,"25,164,500","25,367,000","26,347,000","29,260,000","29,932,000","30,294,000","31,180,000","32,245,000","32,308,000","32,609,000","34,864,000","36,292,000","36,063,000","39,988,000","45,308,000","48,776,000","49,373,000","57,548,000","65,125,000","73,584,000","78,464,122","76,540,714","56,325,000","51,882,750","49,392,000","48,478,500","48,812,625","47,931,750","46,909,626","46,382,021","42,657,566","40,592,497","39,826,804","39,315,903","38,514,310","39,646,355","38,513,383","33,699,210","29,955,254"
TotalOperatingIncomeAsReported,"702,150,000","642,830,000","542,414,000","505,489,000","295,969,000","253,548,000","175,359,000","182,159,000","169,592,000","137,505,000","161,868,000","161,593,000","168,358,000","127,337,000","113,349,000","116,747,000","122,283,000","148,474,000","152,723,000","193,011,000","179,866,000","174,194,000","47,112,000","72,107,000","44,614,000","46,375,000","40,400,000","37,700,000","29,600,000","19,900,000","15,800,000","8,200,000","5,600,000","3,100,000","1,000,000","1,800,000","2,500,000","3,500,000","2,900,000"
TotalExpenses,"951,300,000","872,668,000","834,856,000","903,229,000","953,564,000","906,535,000","824,787,000","748,353,000","711,764,000","683,034,000","622,836,000","578,365,000","502,940,000","479,955,000","490,677,000","505,277,000","612,393,000","671,307,000","652,980,000","605,660,000","525,113,000","452,600,000","338,082,000","257,041,000","251,093,000","230,666,000","205,100,000","161,300,000","126,300,000","97,200,000","74,500,000","58,500,000","37,000,000","28,700,000","24,500,000","21,400,000","18,500,000","14,600,000","11,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,102,000","83,952,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
NormalizedIncome,"478,544,000","427,868,784","373,541,000","315,665,122","277,837,680","192,124,000","126,482,000","137,232,234","109,448,000","100,949,664","97,931,353","92,475,938","95,463,375","80,656,994","65,585,666","70,244,877.626","86,877,174.884","104,990,530.997","116,404,198.1","133,839,516.961","106,035,763.481","108,089,503.695","21,568,600","43,264,387.649","27,911,200","27,445,000","23,280,000","21,840,000","17,763,763.066","11,720,000","9,393,939.394","4,995,402.299","3,300,000","1,972,727.273","666,666.667","1,187,500","1,686,486.486","1,860,000","1,480,000"
InterestIncome,,,,,,,,,,,,"54,000","317,000","2,192,000","1,688,000","4,717,000","8,802,000",,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"101,427,000","95,546,000","68,967,000","40,092,000","42,177,000","39,752,000","31,311,000","25,790,000","26,633,000","29,150,000","28,550,000","30,227,000","31,417,000","32,364,000","24,124,000","25,481,000","20,335,000",,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-101,427,000","-95,546,000","-68,967,000","-40,092,000","-42,177,000","-39,752,000","-31,311,000","-25,790,000","-26,633,000","-29,150,000","-28,550,000","-30,227,000","-31,417,000","-30,172,000","-22,436,000","-20,764,000","-11,533,000",,,,,,,,,,,,,,,,,,,,,,
EBIT,"712,534,000","649,170,000","540,276,000","513,234,000","299,177,000","255,824,000","188,243,000","182,073,000","171,202,000","138,388,000","161,681,000","162,211,000","167,660,000","129,819,000","116,428,000","123,051,000","133,330,000","150,929,000","172,385,000","193,011,000","181,093,000","176,695,000","54,336,000","72,107,000","47,537,000","46,375,000","40,400,000","37,700,000","29,600,000","19,900,000","15,800,000","8,200,000","5,600,000","3,100,000","1,000,000","1,800,000","2,500,000","3,500,000","2,900,000"
EBITDA,"725,542,000","663,808,000","560,741,000","538,826,000","329,544,000","287,436,000","218,425,000","218,287,000","202,835,000","172,277,000","194,313,000","195,425,000","189,209,000","154,016,000","147,346,000","161,470,000","172,824,000","200,055,000","221,080,000","247,455,000","230,980,000","230,312,000","87,249,000","97,181,000","68,998,000","63,806,000","55,300,000","49,500,000","37,500,000","26,100,000","20,700,000","12,700,000","7,000,000","4,200,000","2,300,000","2,500,000","2,800,000","3,900,000","3,200,000"
ReconciledCostOfRevenue,"329,556,000","297,515,000","283,770,000","310,125,000","335,768,000","311,359,000","289,310,000","264,102,000","247,522,000","250,319,000","228,566,000","209,789,000","183,342,000","170,014,000","160,915,000","180,920,000","249,466,000","267,582,000","258,473,000","246,521,000","221,764,000","206,768,000","147,496,000","125,585,000","109,600,000","89,946,000","71,500,000","62,100,000","50,500,000","38,100,000","30,000,000","21,300,000","13,100,000","10,300,000","9,300,000","9,800,000","9,700,000","8,000,000","6,700,000"
ReconciledDepreciation,"13,008,000","14,638,000","20,465,000","25,592,000","30,367,000","31,612,000","30,182,000","36,214,000","31,633,000","33,889,000","32,632,000","33,214,000","21,549,000","24,197,000","30,918,000","38,419,000","39,494,000","49,126,000","48,695,000","54,444,000","49,887,000","53,617,000","32,913,000","25,074,000","21,461,000","17,431,000","14,900,000","11,800,000","7,900,000","6,200,000","4,900,000","4,500,000","1,400,000","1,100,000","1,300,000","700,000","300,000","400,000","300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"478,544,000","429,375,000","373,541,000","392,084,000","236,411,000","192,124,000","126,482,000","133,414,000","109,448,000","86,502,000","94,879,000","90,095,000","92,004,000","71,562,000","64,457,000","65,465,000","81,186,000","104,650,000","103,486,000","134,548,000","102,788,000","107,157,000","17,884,000","46,112,000","27,631,000","29,980,000","24,300,000","20,700,000","17,400,000","12,800,000","10,000,000","5,300,000","3,900,000","2,800,000","1,600,000","2,000,000","2,400,000","2,100,000","1,600,000"
TotalUnusualItemsExcludingGoodwill,"0","1,941,000","0","92,182,000","-45,029,000","0","0","-4,471,000","0","-18,242,000","-4,281,000","-3,486,000","-5,125,000","-12,391,000","-1,617,000","-7,124,000","-7,921,000","-487,000","-19,872,000","1,022,000","-5,334,000","-1,498,000","-6,141,000","4,746,000","-467,000","4,225,000","1,700,000","-1,900,000","-600,000","1,800,000","1,000,000","500,000","1,000,000","1,300,000","1,400,000","1,300,000","1,100,000","400,000","200,000"
TotalUnusualItems,"0","1,941,000","0","92,182,000","-45,029,000","0","0","-4,471,000","0","-18,242,000","-4,281,000","-3,486,000","-5,125,000","-12,391,000","-1,617,000","-7,124,000","-7,921,000","-487,000","-19,872,000","1,022,000","-5,334,000","-1,498,000","-6,141,000","4,746,000","-467,000","4,225,000","1,700,000","-1,900,000","-600,000","1,800,000","1,000,000","500,000","1,000,000","1,300,000","1,400,000","1,300,000","1,100,000","400,000","200,000"
NormalizedEBITDA,"725,542,000","661,867,000","560,741,000","446,644,000","374,573,000","287,436,000","218,425,000","222,758,000","202,835,000","190,519,000","198,594,000","198,911,000","194,334,000","166,407,000","148,963,000","168,594,000","180,745,000","200,542,000","240,952,000","246,433,000","236,314,000","231,810,000","93,390,000","92,435,000","69,465,000","59,581,000","53,600,000","51,400,000","38,100,000","24,300,000","19,700,000","12,200,000","6,000,000","2,900,000","900,000","1,200,000","1,700,000","3,500,000","3,000,000"
TaxRateForCalcs,"0.217","0.224","0.207","0.171","0.08","0.111","0.194","0.146","0.243","0.208","0.287","0.317","0.325","0.266","0.302","0.329","0.282","0.301","0.35","0.307","0.391","0.378","0.4","0.4","0.4","0.4","0.4","0.4","0.394","0.4","0.394","0.391","0.4","0.364","0.333","0.375","0.351","0.4","0.4"
TaxEffectOfUnusualItems,"0","434,784","0","15,763,122","-3,602,320","0","0","-652,766","0","-3,794,336","-1,228,647","-1,105,062","-1,665,625","-3,296,006","-488,334","-2,344,122.374","-2,229,825.116","-146,469.003","-6,953,801.9","313,516.961","-2,086,236.519","-565,496.305","-2,456,400","1,898,387.649","-186,800","1,690,000","680,000","-760,000","-236,236.934","720,000","393,939.394","195,402.299","400,000","472,727.273","466,666.667","487,500","386,486.486","160,000","80,000"
