name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"58,729,635,088","44,945,749,063","38,194,628,577","58,222,800,000","24,136,125,000","18,330,692,000","11,959,014,000","7,597,700,218","5,211,949,679","5,342,506,830","5,103,142,380","3,090,164,550","3,370,514,960","3,359,335,020","2,406,225,350","1,173,904,410"
EnterpriseValue,"56,383,635,088","42,768,749,063","37,454,128,577","56,107,400,000","22,479,425,000","16,390,392,000","10,324,814,000","6,321,945,218","4,181,527,679","4,434,348,830","4,442,551,380","2,577,146,550","2,956,820,960","2,970,169,020","2,092,715,350","913,590,410"
PeRatio,"45.432","40.646","53.962","108.253","55.422","47.239","100.614","91.021","1,004","311.7","170.333","59.781","52.55","56.649","61.038","22.526"
ForwardPeRatio,"33.333","34.843","35.461","80","42.373","39.683","35.088","37.037","37.175","44.444","59.524","33.557","35.211","43.86","56.18",
PegRatio,"1.61","1.708","1.789","4.543","2.402","2.394","1.753","1.732","1.526","1.839","3.488","1.68","2.015","2.142","3.014",
PsRatio,"10.759","8.974","9.739","19.165","10.281","9.124","7.167","5.413","4.389","5.814","7.146","5.448","6.552","8.809","7.791","4.545"
PbRatio,"203.781","601.098",,"52.073","33.842","15.27","13.413","8.13","6.334","6.717","7.86","5.151","6.597","10.668","10.351","8.241"
EnterprisesValueRevenueRatio,"10.183","8.268","9.14","17.945","9.147","8","6.035","4.387","3.458","4.734","6.138","4.375","5.541","7.31","6.445","3.624"
EnterprisesValueEBITDARatio,"33.278","30.185","40.938","83.855","41.209","44.12","42.416","37.451","69.951","79.864","52.462","26.436","26.391","33.127","34.286","29.217"
