name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019
MarketCap,"82,484,581,112","58,541,061,375","29,089,131,382","43,005,170,000","54,886,170,000","36,333,650,000","34,908,737,456"
EnterpriseValue,"102,456,581,112","77,694,061,375","52,340,131,382","70,674,170,000","95,272,170,000","81,505,650,000","66,091,737,456"
PeRatio,"21.639","22.958","17.433","6.56","22.994","9.232",
ForwardPeRatio,"14.925","11.82","6.636","6.545","10.504","7.283","7.457"
PegRatio,"0.786","3.9","1.121","3.224","2.653","1.858",
PsRatio,"0.934","0.67","0.298","0.423","0.602","0.387","0.395"
PbRatio,,,,"4.803","38.926",,"3.604"
EnterprisesValueRevenueRatio,"1.116","0.852","0.497","0.672","1.034","0.886","0.748"
EnterprisesValueEBITDARatio,"11.724","9.269","8.01","4.553","9.35","8.962","9.688"
