name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"13,753,000,000","13,931,000,000","10,435,000,000","12,796,000,000","18,197,000,000","14,770,000,000","15,247,000,000","16,724,000,000","17,084,000,000","17,255,000,000","16,868,000,000","17,485,000,000","19,586,000,000","19,846,000,000","19,549,000,000","20,773,000,000","18,812,000,000","16,089,000,000","15,019,000,000","14,914,000,000","15,349,000,000","14,537,000,000","13,788,000,000","14,021,000,000","9,274,000,000","10,111,000,000","9,273,000,000","8,865,000,000","10,275,000,000","10,708,000,000","11,793,000,000","8,327,000,000","6,274,000,000","6,725,000,000","7,472,000,000","7,372,000,000"
	CashFlowFromContinuingOperatingActivities,"13,751,000,000","13,931,000,000","10,435,000,000","12,796,000,000","18,198,000,000","14,771,000,000","15,248,000,000","16,724,000,000","17,084,000,000","17,256,000,000","16,869,000,000","17,483,000,000","19,587,000,000","19,847,000,000","19,549,000,000","20,773,000,000","18,812,000,000","16,094,000,000","15,019,000,000","14,914,000,000","15,349,000,000","14,537,000,000","13,788,000,000","13,966,000,000","9,274,000,000","10,111,000,000","9,273,000,000","8,865,000,000","10,275,000,000","10,708,000,000","11,793,000,000","8,327,000,000","6,274,000,000","6,725,000,000","7,472,000,000","7,372,000,000"
		NetIncomeFromContinuingOperations,"8,430,000,000","7,502,000,000","1,639,000,000","5,743,000,000","5,590,000,000","9,431,000,000","8,728,000,000","5,753,000,000","11,872,000,000","13,190,000,000","12,022,000,000","16,483,000,000","16,604,000,000","15,855,000,000","14,833,000,000","13,425,000,000","12,334,000,000","10,418,000,000","9,492,000,000","7,934,000,000","7,479,000,000","6,558,000,000","5,334,000,000","8,146,000,000","8,093,000,000","7,712,000,000","6,328,000,000","6,093,000,000","5,429,000,000","4,178,000,000","3,021,000,000","-8,101,000,000","-4,965,000,000","-564,000,000","6,020,000,000","3,758,000,000"
		OperatingGainsLosses,"-431,000,000","-170,000,000","5,531,000,000","-136,000,000","-70,000,000","-1,096,000,000","123,000,000","14,000,000","62,000,000","552,000,000","1,846,000,000","-236,000,000","-729,000,000","-342,000,000","-801,000,000","-395,000,000","-338,000,000","-89,000,000","-175,000,000","-1,525,000,000","-420,000,000","-275,000,000","-343,000,000","65,000,000","-792,000,000","-4,791,000,000","-261,000,000","-273,000,000","-300,000,000","-339,000,000","-11,000,000","7,332,000,000","8,312,000,000","-94,000,000","32,000,000","-74,000,000"
			GainLossOnSaleOfBusiness,,,,,,,,"0","0","71,000,000","3,381,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,"-792,000,000","-4,791,000,000","-261,000,000","-273,000,000","-300,000,000","-339,000,000","-11,000,000",,,,,
			PensionAndEmployeeBenefitExpense,,"0","5,894,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"4,531,000,000","4,396,000,000","4,802,000,000","6,417,000,000","6,695,000,000","6,059,000,000","4,480,000,000","4,541,000,000","4,381,000,000","3,855,000,000","4,492,000,000","4,678,000,000","4,676,000,000","4,815,000,000","4,831,000,000","4,994,000,000","5,450,000,000","5,201,000,000","4,983,000,000","5,188,000,000","4,915,000,000","4,916,000,000","4,493,000,000","4,506,000,000","4,995,000,000","6,585,000,000","4,992,000,000","5,001,000,000","5,012,000,000","5,602,000,000","6,295,000,000","6,661,000,000","6,259,000,000","5,150,000,000","4,217,000,000","4,240,000,000"
			DepreciationAndAmortization,"4,531,000,000","4,396,000,000","4,802,000,000","6,417,000,000","6,695,000,000","6,059,000,000","4,480,000,000","4,541,000,000","4,381,000,000","3,855,000,000","4,492,000,000","4,678,000,000","4,676,000,000","4,815,000,000","4,831,000,000","4,994,000,000","5,450,000,000","5,201,000,000","4,983,000,000","5,188,000,000","4,915,000,000","4,916,000,000","4,493,000,000","4,506,000,000","4,995,000,000","6,585,000,000","4,992,000,000","5,001,000,000","5,012,000,000","5,602,000,000","6,295,000,000","6,661,000,000","6,259,000,000","5,150,000,000","4,217,000,000","4,240,000,000"
				Depreciation,"2,143,000,000","2,109,000,000","2,407,000,000","3,888,000,000","4,227,000,000","4,209,000,000","3,127,000,000","3,021,000,000","2,837,000,000","2,662,000,000","3,145,000,000","3,327,000,000","3,392,000,000","3,589,000,000","3,657,000,000","3,773,000,000","4,140,000,000","4,038,000,000","3,907,000,000","4,147,000,000","3,959,000,000","3,961,000,000","3,691,000,000","3,881,000,000","4,513,000,000","6,159,000,000","4,475,000,000","4,018,000,000","3,676,000,000","3,955,000,000","4,197,000,000","4,710,000,000","4,793,000,000",,,
