name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
OperatingCashFlow,"-4,478,000","-4,478,000","7,277,000","19,829,000","-3,400,000","-24,147,000","-26,106,000","3,838,000","5,732,000","-11,636,000","-15,612,000","-1,915,000","-25,618,000","-41,717,000","-92,182,000","-67,448,000","-55,164,000","-225,093,000","66,079,000","218,383,000","-95,005,000","45,173,000","178,591,000","40,169,000","-46,165,000","10,483,000"
	CashFlowFromContinuingOperatingActivities,"-4,478,000","-4,478,000","7,277,000","19,829,000","-3,400,000","-24,147,000","-26,106,000","3,838,000","5,732,000","-11,636,000","-15,612,000","-1,915,000","-25,618,000","-41,717,000","-92,182,000","-67,448,000","-55,164,000","-225,093,000","66,079,000","218,383,000","-95,005,000","45,173,000","178,591,000","40,169,000","-46,165,000","11,364,000"
		NetIncomeFromContinuingOperations,"-3,851,000","-3,851,000","-5,002,000","-5,828,000","-23,676,000","-3,913,000","4,820,000","6,981,000","132,000","-27,158,000","-30,264,000","-22,730,000","-35,579,000","11,777,000","-65,290,000","-225,704,000","-150,824,000","-195,575,000","-117,345,000","-532,645,000","50,849,000","209,856,000","107,862,000","56,954,000","27,013,000","11,463,000"
		OperatingGainsLosses,"-25,000","-25,000","-2,000","-39,000",,"5,000","-317,000","-1,016,000","-1,167,000","12,605,000","9,218,000","7,358,000","17,118,000","-5,038,000","-5,425,000","-1,141,000","-56,157,000","-64,203,000","-9,612,000","-27,460,000","6,598,000","30,045,000","40,653,000","49,091,000","32,402,000","19,376,000"
			GainLossOnSaleOfBusiness,"0","0","0","-6,000","0","0","-909,000","-1,703,000","-38,000","0","121,000","-5,781,000","16,239,000","-4,546,000","-5,548,000",,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,"121,000",,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,"0","-83,000","-1,529,000",,,"0",,"0","-355,000","-48,375,000","-53,709,000",,,,,,,,
			EarningsLossesFromEquityInvestments,"0",,,,"0","0","613,000","687,000","-984,000","13,954,000","8,878,000","9,586,000","0","0",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"230,000","230,000","206,000","372,000","572,000","644,000","702,000","628,000","1,208,000","2,202,000","2,654,000","3,464,000","3,951,000","3,082,000","5,427,000","13,135,000","38,018,000","57,392,000","68,039,000","98,550,000","76,203,000","44,708,000","22,435,000","18,533,000","9,494,000","3,013,000"
			DepreciationAndAmortization,"230,000","230,000","206,000","372,000","572,000","644,000","702,000","628,000","1,208,000","2,202,000","2,654,000","3,464,000","3,951,000","3,082,000","5,427,000","13,135,000","38,018,000","57,392,000","68,039,000","98,550,000","76,203,000","44,708,000","22,435,000","18,533,000","9,494,000","3,013,000"
				Depreciation,"230,000","230,000","206,000","372,000","572,000","644,000","702,000","628,000","1,208,000","2,202,000","2,654,000",,,,,,,,,,"76,203,000","44,595,000",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,"2,332,000","1,953,000",,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,"2,332,000","1,953,000",,,,
		DeferredTax,"275,000","275,000","1,135,000","2,052,000","-1,499,000","-465,000","705,000","-1,092,000","771,000","1,030,000","-424,000","-1,620,000","-2,211,000","345,000","2,008,000","904,000","-6,440,000","11,908,000","-1,223,000","190,658,000","-127,472,000","-13,962,000","-14,704,000",,,
			DeferredIncomeTax,"275,000","275,000","1,135,000","2,052,000","-1,499,000","-465,000","705,000","-1,092,000","771,000","1,030,000","-424,000","-1,620,000","-2,211,000","345,000","2,008,000","904,000","-6,440,000","11,908,000","-1,223,000","190,658,000","-127,472,000","-13,962,000","-14,704,000",,,
		AmortizationOfSecurities,,,,,,,,,,,,"0","0","-625,000","-755,000","0",,,,,,,,,,
		AssetImpairmentCharge,"0",,"0","0","1,029,000","0","370,000","1,690,000","5,336,000","15,809,000","6,735,000","9,400,000","3,043,000","476,000","0","39,781,000","31,527,000","19,912,000",,,,,,,,
		ProvisionandWriteOffofAssets,"-1,203,000","-1,203,000","-2,804,000","-4,627,000","9,611,000","5,118,000","812,000","4,000","1,564,000","79,000","49,000","-75,000","-1,154,000","2,212,000","5,513,000",,,,,,,,,,,
		StockBasedCompensation,"293,000","293,000","603,000","504,000","703,000","1,399,000","1,097,000","866,000","2,238,000","1,546,000","2,289,000","1,698,000","2,981,000","3,029,000","7,602,000","12,094,000","20,565,000","12,792,000",,,,,,,,
		OtherNonCashItems,"1,200,000","1,200,000","994,000","1,429,000","1,516,000","-1,215,000","-2,462,000","-1,409,000","-3,272,000","-7,747,000","-992,000",,,"-625,000","-1,236,000","-6,757,000","-5,227,000","-3,854,000","23,475,000","235,893,000","52,376,000",,,,,
		ChangeInWorkingCapital,"-1,397,000","-1,397,000","12,147,000","25,966,000","8,344,000","-25,720,000","-31,833,000","-2,814,000","-1,078,000","-10,002,000","-4,877,000","590,000","-13,767,000","-56,975,000","-40,781,000","100,240,000","73,374,000","-63,465,000","102,745,000","253,387,000","-153,559,000","-225,474,000","22,345,000","-84,409,000","-115,074,000","-22,488,000"
