name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
		GainOnSaleOfPPE,,,,,,,"1,000,000","1,000,000","1,000,000","6,000,000","3,000,000","2,000,000","1,000,000",,"8,000,000",,
	OtherNonOperatingIncomeExpenses,"-22,000,000","-15,000,000","3,000,000","2,000,000","114,000,000","25,000,000","2,001,000,000","1,575,000,000",,,"1,000,000","7,000,000","29,000,000","4,000,000","13,000,000",,
PretaxIncome,"3,353,000,000","3,352,000,000","3,363,000,000","2,180,000,000","1,000,000","291,000,000","2,375,000,000","1,736,000,000","-603,000,000","1,486,000,000","639,000,000","377,000,000","-25,000,000","100,000,000","-355,000,000","-249,000,000","-3,260,000,000"
TaxProvision,"542,000,000","523,000,000","529,000,000","272,000,000","-83,000,000","20,000,000","176,000,000","-483,000,000","-851,000,000","-104,000,000","40,000,000","20,000,000","1,000,000","21,000,000","24,000,000","10,000,000","46,000,000"
EarningsFromEquityInterestNetOfTax,"-8,000,000","-7,000,000","-1,000,000","-2,000,000","-4,000,000","1,000,000","59,000,000","53,000,000","11,000,000","9,000,000","8,000,000","58,000,000","-27,000,000","-77,000,000","-86,000,000","74,000,000","-268,000,000"
NetIncomeCommonStockholders,"2,781,000,000","2,797,000,000","2,787,000,000","1,871,000,000","52,000,000","243,000,000","2,208,000,000","2,215,000,000","200,000,000","1,526,000,000","539,000,000","348,000,000","-115,000,000","390,000,000","-456,000,000","-167,000,000","-3,600,000,000"
	NetIncome,"2,781,000,000","2,797,000,000","2,787,000,000","1,871,000,000","52,000,000","243,000,000","2,208,000,000","2,215,000,000","200,000,000","1,526,000,000","539,000,000","348,000,000","-115,000,000","390,000,000","-456,000,000","-167,000,000","-3,600,000,000"
		NetIncomeIncludingNoncontrollingInterests,"2,803,000,000","2,822,000,000","2,833,000,000","1,906,000,000","80,000,000","272,000,000","2,258,000,000","2,272,000,000","259,000,000","1,599,000,000","607,000,000","415,000,000","-52,000,000","436,000,000","-406,000,000","-153,000,000","-3,574,000,000"
			NetIncomeContinuousOperations,"2,803,000,000","2,822,000,000","2,833,000,000","1,906,000,000","80,000,000","272,000,000","2,258,000,000","2,272,000,000","259,000,000","1,599,000,000","607,000,000","415,000,000","-53,000,000","2,000,000","-465,000,000","-185,000,000","-3,574,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,"0","0","1,000,000","434,000,000","59,000,000","32,000,000",
		MinorityInterests,"-22,000,000","-25,000,000","-46,000,000","-35,000,000","-28,000,000","-29,000,000","-50,000,000","-57,000,000","-59,000,000","-73,000,000","-68,000,000","-67,000,000","-63,000,000","-46,000,000","-50,000,000","-14,000,000","-26,000,000"
DilutedNIAvailtoComStockholders,"2,781,000,000","2,797,000,000","2,787,000,000","1,871,000,000","52,000,000","243,000,000","2,208,000,000","2,215,000,000","200,000,000","1,526,000,000","539,000,000","348,000,000","-115,000,000","390,000,000","-456,000,000","-167,000,000","-3,600,000,000"
BasicEPS,"10.84","10.83","10.64","6.91","0.19","0.86","6.78","6.54","-0.57","6.36","2.27","1.4","-0.46","1.57","-1.99","-0.71","-19.98"
DilutedEPS,"10.68","10.7","10.55","6.79","0.18","0.85","6.72","6.41","-0.57","6.1","2.17","1.36","-0.46","1.57","-1.99","-0.71","-19.98"
BasicAverageShares,"256,708,000","258,381,000","261,879,000","270,687,000","279,763,000","282,056,000","325,781,000","338,646,000","338,477,000","239,764,000","237,954,000","248,526,000","248,064,000","248,812,000","229,280,000","215,252,000","180,210,000"
DilutedAverageShares,"260,212,500","261,370,000","264,053,000","275,646,000","283,809,000","285,911,000","328,606,000","345,802,000","338,477,000","250,116,000","248,609,000","255,050,000","248,064,000","248,812,000","229,280,000","215,252,000","180,210,000"
TotalOperatingIncomeAsReported,"3,651,000,000","3,661,000,000","3,797,000,000","2,583,000,000","418,000,000","641,000,000","2,710,000,000","2,102,000,000","-150,000,000","2,015,000,000","1,049,000,000","651,000,000","412,000,000","357,000,000","273,000,000","-931,000,000","-2,646,000,000"
TotalExpenses,"9,436,000,000","9,600,000,000","9,411,000,000","8,480,000,000","8,308,000,000","8,261,000,000","8,698,000,000","8,729,000,000","9,657,000,000","5,349,000,000","4,608,000,000","4,173,000,000","3,975,000,000","3,841,000,000","4,113,000,000","4,368,000,000","6,985,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,781,000,000","2,797,000,000","2,787,000,000","1,871,000,000","52,000,000","243,000,000","2,208,000,000","2,215,000,000","200,000,000","1,526,000,000","539,000,000","348,000,000","-115,000,000","390,000,000","-456,000,000","-167,000,000","-3,600,000,000"
NormalizedIncome,"2,781,000,000","2,797,000,000","2,802,174,000","1,890,250,000","109,000,000","267,206,000","2,245,040,000","2,268,250,000","228,500,000","746,750,000","765,754,000","395,350,000","-16,250,000","-119,840,000","-295,225,000","-913,455,000","-2,673,965,000"
InterestIncome,"191,000,000","187,000,000","61,000,000","4,000,000","13,000,000","57,000,000","48,000,000","27,000,000","11,000,000","6,000,000","3,000,000","3,000,000","4,000,000","5,000,000","2,000,000","4,000,000","27,000,000"
InterestExpense,"420,000,000","438,000,000","427,000,000","369,000,000","362,000,000","370,000,000","273,000,000","310,000,000","408,000,000","227,000,000","158,000,000","214,000,000","270,000,000","312,000,000","320,000,000","363,000,000","502,000,000"
NetInterestIncome,"-298,000,000","-309,000,000","-416,000,000","-381,000,000","-341,000,000","-324,000,000","-295,000,000","-295,000,000","-406,000,000","-305,000,000","-159,000,000","-222,000,000","-304,000,000","-353,000,000","-362,000,000","-359,000,000","-475,000,000"
EBIT,"3,773,000,000","3,790,000,000","3,790,000,000","2,549,000,000","363,000,000","661,000,000","2,648,000,000","2,046,000,000","-195,000,000","1,713,000,000","797,000,000","591,000,000","245,000,000","412,000,000","-35,000,000","114,000,000","-2,758,000,000"
EBITDA,"4,763,000,000","4,896,000,000","5,040,000,000","3,811,000,000","2,351,000,000","2,708,000,000","4,635,000,000","4,219,000,000","2,010,000,000","2,230,000,000","1,202,000,000","1,105,000,000","778,000,000","1,003,000,000","649,000,000","932,000,000","-1,488,000,000"
ReconciledCostOfRevenue,"4,855,000,000","4,917,000,000","4,947,000,000","4,326,000,000","3,716,000,000","3,647,000,000","4,018,000,000","3,912,000,000","4,751,000,000","3,020,000,000","2,754,000,000","2,356,000,000","2,370,000,000","2,288,000,000","2,579,000,000","2,621,000,000","4,225,000,000"
ReconciledDepreciation,"990,000,000","1,106,000,000","1,250,000,000","1,262,000,000","1,988,000,000","2,047,000,000","1,987,000,000","2,173,000,000","2,205,000,000","517,000,000","405,000,000","514,000,000","533,000,000","591,000,000","684,000,000","818,000,000","1,270,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,781,000,000","2,797,000,000","2,787,000,000","1,871,000,000","52,000,000","243,000,000","2,208,000,000","2,215,000,000","200,000,000","1,526,000,000","539,000,000","348,000,000","-116,000,000","-44,000,000","-515,000,000","-199,000,000","-3,600,000,000"
TotalUnusualItemsExcludingGoodwill,"0","0","-18,000,000","-22,000,000","-76,000,000","-26,000,000","-40,000,000","-71,000,000","-38,000,000","1,039,000,000","-242,000,000","-50,000,000","-133,000,000","96,000,000","-295,000,000","959,000,000","-1,243,000,000"
TotalUnusualItems,"0","0","-18,000,000","-22,000,000","-76,000,000","-26,000,000","-40,000,000","-71,000,000","-38,000,000","1,039,000,000","-242,000,000","-50,000,000","-133,000,000","96,000,000","-295,000,000","959,000,000","-1,243,000,000"
NormalizedEBITDA,"4,763,000,000","4,896,000,000","5,058,000,000","3,833,000,000","2,427,000,000","2,734,000,000","4,675,000,000","4,290,000,000","2,048,000,000","1,191,000,000","1,444,000,000","1,155,000,000","911,000,000","907,000,000","944,000,000","-27,000,000","-245,000,000"
TaxRateForCalcs,"0.162","0.156","0.157","0.125","0.25","0.069","0.074","0.25","0.25","0.25","0.063","0.053","0.25","0.21","0.255","0.255","0.255"
TaxEffectOfUnusualItems,"0","0","-2,826,000","-2,750,000","-19,000,000","-1,794,000","-2,960,000","-17,750,000","-9,500,000","259,750,000","-15,246,000","-2,650,000","-33,250,000","20,160,000","-75,225,000","244,545,000","-316,965,000"
