name,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986
				AllowanceForDoubtfulAccountsReceivable,,,"-4,154,000","-5,072,000","-2,568,000","-3,439,000","-2,941,000","-2,192,000","-2,126,000","-2,927,000","-3,157,000","-3,406,000","-3,714,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"155,408,000","181,550,000","127,651,000","73,221,000","44,640,000","45,247,000","46,435,000","35,139,000","31,250,000","32,487,000","27,830,000",,,,,,,,,,"28,452,000",,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,"22,000,000",,,,,,"5,600,000",,,"100,000","200,000","100,000","200,000"
		PrepaidAssets,,"29,103,000","43,513,000","42,504,000","51,853,000","39,624,000","36,727,000","23,926,000","41,709,000","28,157,000","22,277,000","23,113,000","17,929,000","19,174,000","22,986,000","23,404,000","24,738,000","17,998,000","20,249,000","15,029,000","16,981,000","17,498,000","10,565,000",,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"2,211,000","7,088,000","10,922,000","6,828,000","8,009,000","5,217,000",,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"2,211,000","7,088,000","10,922,000","6,828,000","8,009,000","5,217,000",,,,,,,,,,,,,,,
		OtherCurrentAssets,"31,723,000","29,103,000","43,513,000","42,504,000","51,853,000","39,624,000","36,727,000","23,926,000","41,709,000","28,157,000","22,277,000","23,113,000","17,929,000",,,,,,,,,"17,498,000",,"36,972,000","12,500,000","5,400,000","14,300,000","15,100,000","8,300,000","13,100,000","15,800,000","800,000","11,200,000","14,400,000","300,000","3,700,000","4,800,000","2,800,000"
	TotalNonCurrentAssets,"1,018,833,000","957,319,000","1,016,802,000","1,072,162,000","977,742,000","934,078,000","944,689,000","953,038,000","943,561,000","903,771,000","912,359,000","899,286,000","764,987,000","776,541,000","861,330,000","923,551,000","853,020,000","907,895,000","938,381,000","978,678,000","827,301,000","784,339,000","182,752,000","104,076,000","109,100,000","87,000,000","63,400,000","52,600,000","40,500,000","32,600,000","22,200,000","17,200,000","6,800,000","3,200,000","5,100,000","2,600,000","1,900,000","1,900,000"
		NetPPE,"36,669,000","54,268,000","75,188,000","104,075,000","53,027,000","48,837,000","40,703,000","45,122,000","38,208,000","36,677,000","45,155,000","41,080,000","33,017,000","30,975,000","34,340,000","46,360,000","52,157,000","56,611,000","48,436,000","53,288,000","50,706,000","62,474,000","49,383,000","48,565,000","39,400,000","36,900,000","34,500,000","23,700,000","16,800,000","12,300,000","7,900,000","4,400,000","2,300,000","2,200,000","2,000,000","1,500,000","1,400,000","1,200,000"
			GrossPPE,"124,670,000","149,099,000","172,241,000","218,775,000","172,075,000","156,154,000","135,360,000","126,760,000","109,860,000","164,548,000","174,822,000","189,519,000","183,826,000","218,125,000","206,068,000","203,236,000","195,245,000","181,346,000","152,743,000","152,944,000","168,926,000","161,895,000","133,492,000","112,663,000","89,800,000","75,800,000","63,500,000","44,400,000","29,700,000","21,900,000","13,800,000","8,900,000","6,000,000","5,300,000","4,300,000","3,300,000","2,800,000","2,500,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,"24,945,000","29,720,000",,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,"47,275,000","57,656,000","0",,,,,,,,,,,"29,720,000","31,667,000","29,330,000","25,476,000","22,620,000",,,"22,677,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"82,224,000","91,125,000","102,898,000","129,391,000","132,317,000","126,996,000","109,593,000","101,608,000","86,591,000","139,045,000","150,705,000","168,178,000","164,558,000","195,275,000","181,123,000","173,516,000","163,578,000","152,016,000","127,267,000","130,324,000","147,115,000","141,503,000","110,815,000",,,,,,,,,,,,,,,
				OtherProperties,"25,703,000","36,688,000","47,275,000","64,145,000","6,398,000","104,789,000","88,830,000","84,761,000","71,841,000","124,699,000","139,035,000","161,215,000","155,326,000",,,"151,795,000",,,,,"21,811,000","20,392,000",,,,,,,,,,,,,,,,
				Leases,"16,743,000","21,286,000","22,068,000","25,239,000","33,360,000","29,158,000","25,767,000","25,152,000","23,269,000","25,503,000","24,117,000","21,341,000","19,268,000","22,850,000","24,945,000",,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-88,001,000","-94,831,000","-97,053,000","-114,700,000","-119,048,000","-107,317,000","-94,657,000","-81,638,000","-71,652,000","-127,871,000","-129,667,000","-148,439,000","-150,809,000","-187,150,000","-171,728,000","-156,876,000","-143,088,000","-124,735,000","-104,307,000","-99,656,000","-118,220,000","-99,421,000","-84,109,000","-64,098,000","-50,400,000","-38,900,000","-29,000,000","-20,700,000","-12,900,000","-9,600,000","-5,900,000","-4,500,000","-3,700,000","-3,100,000","-2,300,000","-1,800,000","-1,400,000","-1,300,000"
		GoodwillAndOtherIntangibleAssets,"774,244,000","763,084,000","792,284,000","821,600,000","817,681,000","815,426,000","825,599,000","832,034,000","862,071,000","827,842,000","831,292,000","809,803,000","684,186,000","693,197,000","705,895,000","738,550,000","755,845,000","786,062,000","803,306,000","825,142,000","551,772,000","520,114,000","6,530,000","8,630,000","10,700,000","10,500,000","8,400,000","9,600,000","5,000,000","3,400,000","3,800,000",,,,,,,
			Goodwill,"773,327,000","761,067,000","788,185,000","812,364,000","803,542,000","800,890,000","804,414,000","798,415,000","814,750,000","779,928,000","773,931,000","757,504,000","664,688,000","665,953,000","667,640,000","686,082,000","692,922,000","695,162,000",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"917,000","2,017,000","4,099,000","9,236,000","14,139,000","14,536,000","21,185,000","33,619,000","47,321,000","47,914,000","57,361,000","52,299,000","19,498,000","27,244,000","38,255,000","52,468,000","62,923,000","90,900,000","803,306,000","825,142,000","551,772,000","520,114,000","6,530,000","8,630,000","10,700,000","10,500,000","8,400,000","9,600,000","5,000,000","3,400,000","3,800,000",,,,,,,
		InvestmentsAndAdvances,"34,237,000","25,650,000","33,196,000","26,573,000","21,865,000","19,756,000","25,515,000","21,936,000","20,525,000","19,784,000","18,140,000","16,500,000","15,104,000","15,441,000","72,445,000","84,475,000",,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"33,014,000","24,515,000","31,884,000","25,513,000","20,222,000","18,059,000","13,791,000","11,016,000","9,567,000","8,751,000","7,107,000","5,417,000","4,170,000","4,367,000","61,371,000",,,,,,,,,,,,,,,,,,,,,,,
				TradingSecurities,,,"31,884,000","25,513,000","20,222,000","18,059,000","13,791,000","11,016,000","9,567,000","8,751,000","7,107,000","5,417,000","4,170,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"33,014,000","24,515,000","31,884,000","25,513,000","20,222,000","18,059,000","13,791,000","11,016,000","9,567,000","8,751,000","7,107,000","5,417,000","4,170,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"1,223,000","1,135,000","1,312,000","1,060,000","1,643,000","1,697,000","11,724,000","10,920,000","10,958,000","11,033,000","11,033,000","11,083,000","10,934,000","11,074,000","11,074,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"59,136,000","11,803,000","20,549,000","14,629,000","6,006,000","13,805,000","47,204,000","47,598,000","15,196,000","13,061,000","11,132,000","22,856,000","25,032,000","27,774,000","38,100,000","45,786,000","14,828,000","20,010,000","19,902,000","21,028,000","40,738,000","45,384,000","5,504,000",,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"59,136,000","11,803,000","20,549,000","14,629,000","6,006,000","13,805,000","47,204,000","47,598,000","15,196,000","13,061,000","11,132,000","22,856,000","25,032,000","27,774,000","38,100,000","45,786,000","14,828,000","20,010,000","19,902,000","21,028,000","40,738,000","45,384,000","5,504,000",,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"114,547,000","102,514,000","95,585,000","105,285,000","79,163,000","36,254,000","5,668,000","6,348,000","7,561,000","6,407,000","6,640,000","9,047,000","7,648,000","9,154,000","10,550,000","8,380,000","30,190,000","45,212,000","66,737,000","79,220,000","184,085,000","156,367,000","121,335,000","46,881,000","59,000,000","39,600,000","20,500,000","19,300,000","18,700,000","16,900,000","10,500,000","12,800,000","4,500,000","1,000,000","3,100,000","1,100,000","500,000","700,000"
TotalLiabilitiesNetMinorityInterest,"2,263,271,000","2,243,981,000","1,678,718,000","1,275,158,000","1,143,681,000","1,043,030,000","829,083,000","773,848,000","793,165,000","737,684,000","630,870,000","684,205,000","663,974,000","648,802,000","703,619,000","713,312,000","709,457,000","551,177,000","545,967,000","528,308,000","645,631,000","244,328,000","45,241,000","42,287,000","53,900,000","56,100,000","42,000,000","38,300,000","32,200,000","28,000,000","22,700,000","15,300,000","9,100,000","7,900,000","7,500,000","7,700,000","6,500,000","5,400,000"
	CurrentLiabilities,"367,688,000","331,459,000","559,207,000","414,511,000","490,828,000","473,903,000","326,655,000","246,077,000","243,875,000","341,404,000","165,880,000","209,605,000","146,498,000","122,147,000","114,588,000","122,631,000","525,924,000","537,029,000","138,157,000","120,316,000","98,362,000","95,496,000","39,637,000","36,518,000","45,400,000","47,800,000","34,100,000","30,700,000","23,400,000","21,800,000","17,300,000","11,400,000","8,100,000","7,300,000","5,700,000","5,200,000","3,200,000","4,600,000"
		PayablesAndAccruedExpenses,"62,151,000","64,152,000","78,210,000","86,400,000","55,572,000","51,276,000","51,614,000","50,732,000","50,810,000","58,235,000","54,418,000","62,603,000","58,170,000","37,497,000","46,776,000","84,388,000","92,389,000","88,745,000","82,320,000","79,266,000","66,778,000","72,288,000","29,607,000","1,606,000","3,300,000","17,400,000","8,200,000","7,900,000","5,800,000","6,000,000","4,500,000","2,100,000","700,000","400,000",,,,
			Payables,"19,009,000","17,273,000","20,749,000","23,033,000","23,118,000","20,251,000","19,510,000","22,952,000","19,852,000","22,000,000","45,899,000","52,856,000","48,220,000","8,765,000","8,593,000","11,172,000","16,300,000","12,162,000","11,579,000","13,055,000","15,267,000","7,603,000","1,415,000","1,606,000","3,300,000","17,400,000","8,200,000","7,900,000","5,800,000","6,000,000","4,500,000","2,100,000","700,000","400,000",,,,
				AccountsPayable,"19,009,000","17,273,000","20,749,000","23,033,000","23,118,000","20,251,000","19,510,000","22,952,000","19,852,000","22,000,000","19,216,000","18,958,000","11,139,000","8,765,000","8,593,000","11,172,000","16,300,000","12,162,000","11,579,000","13,055,000","15,267,000","7,603,000","1,415,000","1,606,000","3,300,000","17,400,000","8,200,000","7,900,000","5,800,000","6,000,000","4,500,000","2,100,000","700,000","400,000",,,,
				TotalTaxPayable,,,,,,,,,,,"6,821,000","11,754,000","15,588,000",,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,"27,843,000","26,683,000","22,144,000","21,493,000",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"43,142,000","46,879,000","57,461,000","63,367,000","32,454,000","31,025,000","32,104,000","27,780,000","30,958,000","36,235,000","8,519,000","9,747,000","9,950,000","28,732,000","38,183,000","73,216,000","76,089,000","76,583,000","70,741,000","66,211,000","51,511,000","64,685,000","28,192,000",,,,,,,,,,,,,,,
				InterestPayable,"20,770,000","21,314,000","12,241,000",,,,,,,"8,392,000","8,519,000","9,747,000","9,950,000",,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"102,471,000","97,893,000","103,506,000","117,952,000","106,240,000","84,292,000","77,610,000","71,216,000","54,368,000","56,650,000","39,281,000","50,043,000","36,470,000","33,697,000","28,139,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"66,336,000","49,369,000","272,074,000","95,000,000","218,000,000","235,000,000","142,000,000","77,000,000","92,000,000","170,000,000","23,000,000","49,000,000","8,000,000","8,000,000",,,"390,963,000","400,000,000",,,,,,"364,000","400,000","400,000","400,000","400,000",,,,,,,,,,
			CurrentDebt,"50,000,000","30,000,000","250,000,000","95,000,000","218,000,000","235,000,000","142,000,000","77,000,000","92,000,000","170,000,000","23,000,000","49,000,000","8,000,000","8,000,000",,,"390,963,000","400,000,000",,,,,,"364,000","400,000","400,000","400,000","400,000",,,,,,,,,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,"390,963,000",,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"50,000,000","30,000,000","250,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"16,336,000","19,369,000","22,074,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"136,730,000","120,045,000","105,417,000","115,159,000","111,016,000","103,335,000","55,431,000","47,129,000","46,697,000","56,519,000","49,181,000","47,959,000","43,858,000","42,953,000","39,673,000","38,243,000","42,572,000","48,284,000","55,837,000","41,050,000","31,584,000","23,208,000",,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,"0","2,090,000",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"136,730,000","120,045,000","105,417,000","115,159,000","111,016,000","103,335,000","55,431,000","47,129,000","46,697,000","56,519,000","49,181,000","47,959,000","41,768,000","42,953,000","39,673,000","38,243,000","42,572,000","48,284,000","55,837,000","41,050,000","31,584,000","23,208,000",,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,"10,030,000","34,548,000","41,700,000","30,000,000","25,500,000","22,400,000","17,600,000","15,800,000","12,800,000","9,300,000","7,400,000","6,900,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,895,583,000","1,912,522,000","1,119,511,000","860,647,000","652,853,000","569,127,000","502,428,000","527,771,000","549,290,000","396,280,000","464,990,000","474,600,000","517,476,000","526,655,000","589,031,000","590,681,000","183,533,000","14,148,000","407,810,000","407,992,000","547,269,000","148,832,000","5,604,000","5,769,000","8,500,000","8,300,000","7,900,000","7,600,000","8,800,000","6,200,000","5,400,000","3,900,000","1,000,000","600,000","1,800,000","2,500,000","3,300,000","800,000"
		LongTermDebtAndCapitalLeaseObligation,"1,835,561,000","1,862,861,000","1,062,688,000","812,642,000","606,790,000","528,944,000","462,801,000","493,624,000","516,000,000","376,000,000","447,000,000","455,000,000","504,000,000","512,000,000","570,000,000","570,000,000","170,000,000",,"400,000,000","400,000,000","541,364,000","139,922,000",,,"400,000","800,000","1,200,000","1,600,000","1,900,000","2,300,000","2,700,000","2,700,000",,,,,,
			LongTermDebt,"1,811,658,000","1,823,669,000","1,009,018,000","739,435,000","606,790,000","528,944,000","462,801,000","493,624,000","516,000,000","376,000,000","447,000,000","455,000,000","504,000,000","512,000,000","570,000,000","570,000,000","170,000,000",,"400,000,000","400,000,000","541,364,000","139,922,000",,,"400,000","800,000","1,200,000","1,600,000","1,900,000","2,300,000","2,700,000","2,700,000",,,,,,
			LongTermCapitalLeaseObligation,"23,903,000","39,192,000","53,670,000","73,207,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700,000",,"1,000,000","400,000","1,400,000","2,100,000","3,000,000","700,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700,000",,"1,000,000","400,000","1,400,000","2,100,000","3,000,000","700,000"
		OtherNonCurrentLiabilities,"60,022,000","49,661,000","56,823,000","48,005,000","46,063,000","40,183,000","39,627,000","34,147,000","33,290,000","20,280,000","17,990,000","19,600,000","13,476,000","14,655,000","19,031,000","20,681,000","13,533,000",,"7,810,000","7,992,000","5,905,000","8,910,000",,,"8,100,000","7,500,000","6,700,000","6,000,000","6,900,000","3,900,000",,"1,200,000",,"200,000","400,000","400,000","300,000","100,000"
TotalEquityGrossMinorityInterest,"-687,990,000","-801,947,000","-110,942,000","331,082,000","289,767,000","287,437,000","426,537,000","446,828,000","436,998,000","454,614,000","530,677,000","474,406,000","465,494,000","474,914,000","600,269,000","561,941,000","566,314,000","770,028,000","805,094,000","916,471,000","849,542,000","973,472,000","271,772,000","199,001,000","156,500,000","133,500,000","103,200,000","79,700,000","56,100,000","42,900,000","31,500,000","26,600,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
	StockholdersEquity,"-687,990,000","-801,947,000","-110,942,000","331,082,000","289,767,000","287,437,000","426,537,000","446,828,000","436,998,000","454,614,000","530,677,000","474,406,000","465,494,000","474,914,000","600,269,000","561,941,000","566,314,000","770,028,000","805,094,000","916,471,000","849,542,000","973,472,000","271,772,000","199,001,000","156,500,000","133,500,000","103,200,000","79,700,000","56,100,000","42,900,000","31,500,000","26,600,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
		CapitalStock,"248,000","252,000","276,000","291,000","289,000","290,000","302,000","309,000","313,000","320,000","348,000","348,000","371,000","399,000","482,000","485,000","511,000","594,000","638,000","697,000","466,000","507,000","233,000","222,000","100,000",,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"248,000","252,000","276,000","291,000","289,000","290,000","302,000","309,000","313,000","320,000","348,000","348,000","371,000","399,000","482,000","485,000","511,000","594,000","638,000","697,000","466,000","507,000","233,000","222,000","100,000",,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,350,713,000","1,299,588,000","1,237,348,000","1,218,583,000","1,225,365,000","1,211,051,000","1,195,431,000","1,188,913,000","1,152,789,000","1,129,317,000","1,110,198,000","1,103,611,000","1,098,388,000","1,103,244,000","1,106,292,000","1,110,165,000","1,097,327,000","1,073,886,000","1,037,524,000","1,054,437,000","1,019,847,000","927,169,000","95,875,000","52,269,000","38,300,000",,,,,,,,,,,,,
		RetainedEarnings,"3,388,059,000","2,958,684,000","2,585,143,000","2,193,059,000","1,956,648,000","1,764,524,000","1,598,395,000","1,471,377,000","1,368,255,000","1,284,261,000","1,192,096,000","1,104,825,000","1,015,624,000","947,202,000","886,324,000","825,109,000","745,054,000","644,836,000","546,450,000","417,218,000","319,341,000","216,041,000","200,737,000","155,947,000","129,500,000","100,700,000","77,500,000","58,000,000","42,000,000","30,000,000","20,800,000","16,300,000","13,200,000","11,000,000","9,900,000","8,500,000","6,100,000","4,200,000"
		TreasuryStock,"5,324,865,000","4,935,769,000","3,857,855,000","2,997,856,000","2,802,450,000","2,612,007,000","2,301,097,000","2,136,760,000","2,033,644,000","1,936,095,000","1,751,057,000","1,718,570,000","1,627,180,000","1,556,253,000","1,375,400,000","1,374,455,000","1,290,393,000","952,979,000","775,746,000","551,977,000","486,477,000","163,038,000","26,446,000","8,793,000","11,300,000",,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-102,145,000","-124,702,000","-75,854,000","-82,995,000","-90,085,000","-76,421,000","-66,494,000","-77,011,000","-50,715,000","-23,189,000","-20,908,000","-15,808,000","-21,709,000","-19,678,000","-17,429,000","637,000","13,815,000","3,691,000","-3,772,000","-3,904,000","-3,635,000","-7,207,000","1,373,000","-644,000","-200,000",,,,,,,,,,,,,
			OtherEquityAdjustments,"-102,145,000","-124,702,000","-75,854,000","-82,995,000","-90,085,000","-76,421,000","-66,494,000","-77,011,000","-50,715,000","-23,189,000","-20,908,000","-15,808,000","-21,709,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","32,800,000","25,700,000","21,700,000","14,100,000","12,900,000","10,700,000","10,300,000","9,100,000","8,700,000","8,500,000","8,300,000","8,700,000",
TotalCapitalization,"1,123,668,000","1,021,722,000","898,076,000","1,070,517,000","896,557,000","816,381,000","889,338,000","940,452,000","952,998,000","830,614,000","977,677,000","929,406,000","969,494,000","986,914,000","1,170,269,000","1,131,941,000","736,314,000","770,028,000","1,205,094,000","1,316,471,000","1,390,906,000","1,113,394,000","271,772,000","199,001,000","156,900,000","134,300,000","104,400,000","81,300,000","58,000,000","45,200,000","34,200,000","29,300,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
CommonStockEquity,"-687,990,000","-801,947,000","-110,942,000","331,082,000","289,767,000","287,437,000","426,537,000","446,828,000","436,998,000","454,614,000","530,677,000","474,406,000","465,494,000","474,914,000","600,269,000","561,941,000","566,314,000","770,028,000","805,094,000","916,471,000","849,542,000","973,472,000","271,772,000","199,001,000","156,500,000","133,500,000","103,200,000","79,700,000","56,100,000","42,900,000","31,500,000","26,600,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
CapitalLeaseObligations,"40,239,000","58,561,000","75,744,000","73,207,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-1,462,234,000","-1,565,031,000","-903,226,000","-490,518,000","-527,914,000","-527,989,000","-399,062,000","-385,206,000","-425,073,000","-373,228,000","-300,615,000","-335,397,000","-218,692,000","-218,283,000","-105,626,000","-176,609,000","-189,531,000","-16,034,000","1,788,000","91,329,000","297,770,000","453,358,000","265,242,000","190,371,000","145,800,000","123,000,000","94,800,000","70,100,000","51,100,000","39,500,000","27,700,000","26,600,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
WorkingCapital,"188,760,000","153,256,000","-8,233,000","119,567,000","-35,122,000","-77,514,000","-15,724,000","21,561,000","42,727,000","-52,877,000","83,308,000","49,720,000","217,983,000","225,028,000","327,970,000","229,071,000","-103,173,000","-123,719,000","274,523,000","345,785,000","569,510,000","337,965,000","94,624,000","100,694,000","55,900,000","54,800,000","47,700,000","34,700,000","24,400,000","16,500,000","14,700,000","13,300,000","16,500,000","17,100,000","15,100,000","16,700,000","16,200,000","3,100,000"
InvestedCapital,"1,173,668,000","1,051,722,000","1,148,076,000","1,165,517,000","1,114,557,000","1,051,381,000","1,031,338,000","1,017,452,000","1,044,998,000","1,000,614,000","1,000,677,000","978,406,000","977,494,000","994,914,000","1,170,269,000","1,131,941,000","1,127,277,000","1,170,028,000","1,205,094,000","1,316,471,000","1,390,906,000","1,113,394,000","271,772,000","199,365,000","157,300,000","134,700,000","104,800,000","81,700,000","58,000,000","45,200,000","34,200,000","29,300,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
TangibleBookValue,"-1,462,234,000","-1,565,031,000","-903,226,000","-490,518,000","-527,914,000","-527,989,000","-399,062,000","-385,206,000","-425,073,000","-373,228,000","-300,615,000","-335,397,000","-218,692,000","-218,283,000","-105,626,000","-176,609,000","-189,531,000","-16,034,000","1,788,000","91,329,000","297,770,000","453,358,000","265,242,000","190,371,000","145,800,000","123,000,000","94,800,000","70,100,000","51,100,000","39,500,000","27,700,000","26,600,000","22,300,000","19,700,000","18,400,000","16,800,000","14,800,000","4,200,000"
