name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"120,779,214,322","73,267,194,442","37,081,236,951","44,229,143,750","22,133,879,180","15,537,522,600","15,943,247,600","17,221,049,713","6,794,149,219","5,303,394,880","3,981,481,280"
EnterpriseValue,"116,371,655,322","68,859,635,442","34,148,232,951","40,904,290,750","19,362,881,180","13,177,581,600","14,317,488,600","15,916,134,713","6,034,042,219","4,777,633,880","3,615,716,280"
PeRatio,"49.865","39.186","33.156","58.376","32.539","21.433","65.031","48.573","41.892","51.55","59.27"
ForwardPeRatio,"41.322","31.746","22.075","41.322","29.586","21.739","24.45","38.314","28.736","31.447","38.76"
PegRatio,"2.183","1.757","1.018","2.063","2.561","1.557","1.358","1.912","1.942","1.32","1.539"
PsRatio,"19.435","13.314","9.805","16.518","10.423","6.717","8.404","12.122","6.712","7.221","7.451"
PbRatio,"14.326","11.304","8.492","11.443","7.177","5.85","8.193","11.389","6.775","7.333","8.077"
EnterprisesValueRevenueRatio,"18.438","12.307","8.689","14.756","8.716","5.37","7.076","10.567","5.765","6.24","6.882"
EnterprisesValueEBITDARatio,"43.669","31.879","24.716","43.365","26.859","15.268","55.397","36.714","25.639","31.618","29.952"
