name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"314,476,196,577","297,666,336,628","216,484,626,838","322,137,449,072","203,663,008,623","124,007,342,904","66,069,128,770","74,602,836,788","47,788,037,486","39,347,212,510","47,117,982,229","41,420,021,797","25,846,836,856","17,287,238,255","16,738,974,524","14,729,386,766","7,807,568,755","13,630,735,467","11,750,954,422","9,732,177,286","7,700,129,607","9,674,395,712","4,031,238,690","7,961,981,557","9,453,357,551","15,832,053,804","4,747,473,188","5,244,931,775","1,851,121,388","1,235,716,060"
EnterpriseValue,"314,017,884,354","297,158,849,927","216,634,172,657","321,741,285,485","203,932,246,724","125,239,641,424","66,113,054,544","74,983,778,481","45,755,753,948","37,646,474,970","45,236,556,325","39,189,916,340","23,283,686,187","14,560,632,019","15,090,124,009","14,193,578,022","7,260,437,994","12,654,651,891","10,450,210,394","9,052,942,820","7,143,664,362","9,463,511,447","4,467,197,232","8,518,825,061","9,404,254,745","16,019,253,992","4,888,973,187","5,217,736,317","1,820,350,960","1,235,716,060"
PeRatio,"41.771","35.422","36.906","53.27","49.878","49.66","23.784","31.448","36.472","25.216","28.421","36.878","18.167","8.815","12.372",,"17.567","14.862","20.45","23.507","23.903",,,,"40.792","195.673","67.281","32.452","15.064",
ForwardPeRatio,"25","34.965","26.81","41.494","42.194","31.949",,"27.248","26.042","21.93","25.189","22.422","15.267","14.903","10.363","21.598",,,,,,,,,,,,,,
PegRatio,"1.46","1.64","1.494","1.839","2.265","2.577",,"1.998","2.352","1.607","1.337","5.402",,"0.97","0.594","1.33",,,,,,,,,,,,,,
PsRatio,"11.078","10.063","10.424","16.264","12.101","10.209","5.62","7.48","7.179","5.554","6.312","6.693","4.394","2.351","2.807","6.449","1.904","2.732","3.26","3.277","2.31","4.985","1.941","4.832","4.657","13.227","5.354","5.923","2.464",
PbRatio,"19.125","22.435","25.427","24.612","12.018","9.188","5.136","6.014","5.36","4.266","5.242","4.53","4.875","4.064","4.537","5.793","2.813","4.893","5.117","5.031","4.085","6.743","2.922","7.285","12.968","25.739","8.14","11.023","4.963",
EnterprisesValueRevenueRatio,"11.06","10.038","10.302","15.894","12.049","10.233","5.578","7.478","6.847","5.425","5.99","6.421","3.721","1.886","2.517","6.207","1.762","2.275","2.575","2.77","2.139","4.879","2.175","5.182","4.662","13.294","5.381","5.867","2.361","2.769"
EnterprisesValueEBITDARatio,"31.888","28.262","29.276","42.446","38.446","40.419","17.567","24.166","25.624","19.42","23.049","31.199","12.946","5.552","8.006","551.772","12.808","9.105","10.434","11.923","11.384","528.097","59.172","-17.807","9.701","124.47","34.141","21.561","9.034","11.506"
