name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,06/30/2016,06/30/2015
MarketCap,"1,167,188,859","5,317,531,034","15,833,341,241","14,818,415,375","16,454,125,896","4,649,716,715","1,616,453,350","1,615,132,404","801,442,471","1,428,465,542"
EnterpriseValue,"1,206,472,859","5,022,782,034","15,683,349,241","14,814,079,375","15,890,836,896","4,371,671,715","1,267,546,350","1,384,196,404","906,666,471","1,409,369,542"
PeRatio,,"25.297","139.542","105.875","94.976","44.228","12.447","21.335","12.25",
ForwardPeRatio,,"144.928","41.494","45.872","61.35","21.787","10.707","17.762","10.537","32.787"
PegRatio,,"5.818","1.345","2.521","2.042","0.991","0.487","1.48","0.305","0.391"
PsRatio,"0.766","1.559","5.869","8.765","10.966","3.693","1.944","3.302","1.877","5.244"
PbRatio,"0.554","2.147","7.749","11.93","15.943","6.352","2.999","4.453","3.392","9.49"
EnterprisesValueRevenueRatio,"0.798","1.414","5.659","8.369","10.459","3.439","1.469","2.75","1.956","5.196"
EnterprisesValueEBITDARatio,"52.699","14.88","62.692","58.38","78.5","22.284","7.464","17.308","14.007","91.989"
