name,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001
TotalAssets,"99,823,000,000","98,849,000,000","95,209,000,000","66,301,000,000","55,126,000,000","30,737,000,000","21,984,000,000","17,584,923,000","12,762,920,000","10,665,127,000","9,152,930,000","5,528,956,000","4,164,154,000","3,091,165,000","2,460,201,000","1,479,822,000","1,089,593,000","664,832,000","434,749,000","280,499,000","87,511,000","39,673,000","29,713,000","37,047,000"
	CurrentAssets,"29,074,000,000","26,395,000,000","22,850,000,000","21,889,000,000","15,963,000,000","10,683,000,000","9,584,000,000","5,996,827,000","5,731,323,000","3,514,544,000","2,680,252,000","2,015,880,000","1,672,222,000","1,074,924,000","1,706,159,000","1,068,557,000","740,811,000","419,096,000","303,217,000","178,715,000","74,146,000","29,967,000",,
		CashCashEquivalentsAndShortTermInvestments,"14,194,000,000","12,508,000,000","10,537,000,000","11,966,000,000","7,947,000,000","4,342,000,000","4,521,000,000","2,208,887,000","2,725,377,000","995,429,000","838,774,000","867,621,000","777,866,000","496,970,000","1,241,965,000","697,603,000","450,843,000","252,424,000","207,565,000","118,818,000","35,812,000","16,009,000",,
			CashAndCashEquivalents,"8,472,000,000","7,016,000,000","5,464,000,000","6,195,000,000","4,145,000,000","2,669,000,000","2,543,000,000","1,606,549,000","1,158,363,000","908,117,000","781,635,000","747,245,000","607,284,000","424,292,000","1,011,306,000","483,834,000","279,095,000","86,608,000","99,842,000","35,731,000","10,463,000","8,709,000",,
			OtherShortTermInvestments,"5,722,000,000","5,492,000,000","5,073,000,000","5,771,000,000","3,802,000,000","1,673,000,000","1,978,000,000","602,338,000","1,567,014,000","87,312,000","57,139,000","120,376,000","170,582,000","72,678,000","230,659,000","213,769,000","171,748,000","165,816,000","107,723,000","83,087,000","25,349,000","7,300,000",,
		Receivables,"11,414,000,000","10,755,000,000","9,739,000,000","7,786,000,000","6,174,000,000","4,924,000,000","3,921,000,000","3,230,820,000","2,523,506,000","1,933,046,000","1,360,837,000","872,634,000","683,745,000","426,943,000","320,956,000","266,555,000","220,061,000","128,693,000","76,128,000","48,874,000","26,536,000","9,581,000",,
			AccountsReceivable,"11,414,000,000","10,755,000,000","9,739,000,000","7,786,000,000","6,174,000,000","4,924,000,000","3,921,000,000","3,196,643,000","2,496,165,000","1,905,506,000","1,360,837,000","872,634,000","683,745,000","426,943,000","320,956,000","266,555,000","220,061,000","128,693,000","76,128,000","48,874,000","26,536,000","9,581,000",,
				GrossAccountsReceivable,,,,,"6,197,000,000","4,946,000,000","3,942,000,000","3,208,682,000","2,506,653,000","1,913,652,000","1,365,606,000","874,487,000","685,018,000","428,654,000",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,"-23,000,000","-22,000,000","-21,000,000","-12,039,000","-10,488,000","-8,146,000","-4,769,000","-1,853,000","-1,273,000","-1,711,000",,,,,,,,,,
			TaxesReceivable,,,,,,,"32,692,000","34,177,000","27,341,000","27,540,000",,,,,,,,,,,,,,
		PrepaidAssets,,,"1,120,000,000","991,000,000","916,000,000","629,000,000","471,000,000","245,350,000","223,253,000","200,866,000","182,533,000","125,993,000","69,920,000","37,813,000","42,314,000","33,115,000","17,679,000","11,781,000","5,138,000","3,467,000","3,532,000","1,332,000",,
		CurrentDeferredAssets,"1,905,000,000","1,776,000,000","1,454,000,000","1,146,000,000","926,000,000","788,000,000","671,000,000","311,770,000","259,187,000","225,386,000","220,740,000","149,632,000","140,691,000","113,198,000","100,924,000","71,284,000","7,173,000","228,000",,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,"35,528,000","49,279,000","7,321,000","31,821,000","27,516,000","40,116,000","31,900,000","7,173,000","228,000",,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,"0","143,197,000","0",,,,,,,,,,,,,
		OtherCurrentAssets,"1,561,000,000","1,356,000,000","1,120,000,000","991,000,000","916,000,000","629,000,000","471,000,000",,"1,423,000","16,620,000","77,368,000",,,,,,"45,055,000","25,970,000","14,386,000","7,556,000","8,266,000","3,045,000",,
	TotalNonCurrentAssets,"70,749,000,000","72,454,000,000","72,359,000,000","44,412,000,000","39,163,000,000","20,054,000,000","12,400,000,000","11,588,096,000","7,031,597,000","7,150,583,000","6,472,678,000","3,513,076,000","2,491,932,000","2,016,241,000","754,042,000","411,265,000","348,782,000","245,736,000","131,532,000","101,784,000","13,365,000","9,706,000",,
