name,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
TotalAssets,"354,860,000","319,111,000","382,556,000","238,575,000","237,376,000","263,998,000","280,708,000","225,446,000","228,196,000","243,877,000","203,063,000","120,964,000","90,816,000","88,921,000","84,749,000","46,097,000","39,922,000","35,703,000","33,836,000","30,599,000","24,176,000","21,433,000","21,167,000","35,050,000","31,500,000","29,000,000","26,000,000","22,500,000","20,800,000","19,900,000","18,100,000","17,800,000","18,700,000","18,600,000","9,900,000","9,200,000","7,200,000","5,000,000","3,800,000"
	CurrentAssets,"345,405,000","309,454,000","372,336,000","216,308,000","212,948,000","227,228,000","239,754,000","184,483,000","188,828,000","200,737,000","156,965,000","110,130,000","79,145,000","76,664,000","72,605,000","32,153,000","22,794,000","15,948,000","18,024,000","18,211,000","13,504,000","11,812,000","10,415,000","15,411,000","19,000,000","20,700,000","17,400,000","13,300,000","11,500,000","11,200,000","8,500,000","7,800,000","7,700,000","6,800,000","4,400,000","4,100,000","3,900,000","3,400,000","2,400,000"
		CashCashEquivalentsAndShortTermInvestments,"324,166,000","288,952,000","360,169,000","206,290,000","203,196,000","221,597,000","232,649,000","178,045,000","181,658,000","189,086,000","148,332,000","103,941,000","72,274,000","67,196,000","62,127,000","21,720,000","16,465,000","9,570,000","11,779,000","11,256,000","6,083,000","513,000","2,901,000","2,352,000","9,400,000","500,000","300,000","1,100,000","600,000","2,100,000","2,600,000","1,700,000","1,500,000","200,000","700,000","1,000,000","1,700,000","1,800,000","900,000"
			CashAndCashEquivalents,"21,038,000","13,423,000","12,596,000","26,922,000","8,615,000","9,301,000","3,384,000","11,411,000","15,617,000","15,410,000","11,338,000","985,000","3,058,000","3,615,000","1,425,000","994,000","1,069,000","617,000","471,000","290,000","491,000","513,000","2,901,000","380,000","200,000","500,000","300,000","1,100,000","600,000","2,100,000","2,600,000","1,700,000","1,500,000","200,000","700,000","1,000,000","1,700,000","1,800,000","900,000"
			OtherShortTermInvestments,"303,128,000","275,529,000","347,573,000","179,368,000","194,581,000","212,296,000","229,265,000","166,634,000","166,041,000","173,676,000","136,994,000","102,956,000","69,216,000","63,581,000","60,702,000","20,726,000","15,396,000","8,953,000","11,308,000","10,966,000","5,592,000",,,"1,972,000","9,200,000",,,,,,,,,,,,,,
		Receivables,"18,687,000","17,950,000","9,524,000","7,328,000","7,189,000","5,073,000","6,267,000","5,597,000","6,438,000","10,617,000","6,619,000","5,905,000","6,595,000","9,209,000","10,221,000","9,434,000","5,537,000","4,490,000","4,364,000","4,484,000","6,205,000","5,953,000","6,597,000","11,684,000","8,500,000","6,600,000","6,100,000","5,400,000","6,500,000","6,100,000","5,100,000","4,900,000","5,200,000","5,600,000","2,900,000","2,500,000","1,500,000","1,200,000","1,000,000"
			AccountsReceivable,"18,687,000","16,931,000","9,524,000","6,727,000","7,036,000","4,803,000","5,358,000","4,707,000","5,673,000","8,566,000","6,314,000","5,709,000","6,595,000","9,209,000","10,221,000","9,434,000","5,537,000","4,490,000","4,364,000","4,068,000","6,205,000","5,953,000","6,597,000","11,684,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"18,937,000","17,181,000","9,774,000","6,977,000","7,236,000","5,003,000","5,558,000","4,907,000","5,923,000","8,816,000","6,564,000","5,909,000","6,845,000","9,509,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-250,000","-250,000","-250,000","-250,000","-200,000","-200,000","-200,000","-200,000","-250,000","-250,000","-250,000","-200,000","-250,000","-300,000",,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"0","1,019,000","0","601,000","153,000","270,000","909,000","890,000","765,000","2,051,000","305,000","196,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,"200,000","250,000",,,,,,,"416,000",,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,"-200,000","-250,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"72,000","56,000","43,000","36,000","40,000","46,000","40,000","41,000","48,000","51,000","56,000","43,000","44,000","29,000","19,000","26,000","23,000","46,000","53,000","38,000","22,000","18,000","67,000","61,000",,"100,000","100,000",,"100,000","100,000","100,000","200,000","300,000","500,000","400,000","300,000","400,000","300,000","300,000"
		PrepaidAssets,,"451,000","557,000","613,000","508,000","512,000","798,000","800,000","684,000","983,000","1,958,000","241,000","232,000","230,000","238,000","194,000","187,000","132,000","162,000","174,000","214,000","141,000","154,000",,,,,,,,,,,,,,,,
		RestrictedCash,"2,100,000","2,045,000","2,043,000","2,041,000","2,015,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,"0","779,000","582,000","1,710,000","1,666,000","2,259,000","980,000","901,000","696,000",,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,"0","779,000","582,000","1,710,000","1,666,000","2,259,000","980,000","901,000","696,000",,,,,,,,,,,,,,,,
		OtherCurrentAssets,"380,000","451,000","557,000","613,000","508,000","512,000","798,000","800,000","684,000","983,000","1,958,000","241,000",,,,,,,,"416,000",,"4,286,000",,"1,314,000","1,100,000","13,500,000","10,900,000","6,800,000","4,300,000","2,900,000","700,000","1,000,000","700,000","500,000","400,000","300,000","300,000","100,000","200,000"
	TotalNonCurrentAssets,"9,455,000","9,657,000","10,220,000","22,267,000","24,428,000","36,770,000","40,954,000","40,963,000","39,368,000","43,140,000","46,098,000","10,834,000","11,671,000","12,257,000","12,144,000","13,944,000","17,128,000","19,755,000","15,812,000","12,388,000","10,672,000","9,621,000","10,752,000","19,639,000","12,500,000","8,300,000","8,600,000","9,200,000","9,300,000","8,700,000","9,600,000","10,000,000","11,000,000","11,800,000","5,500,000","5,100,000","3,300,000","1,600,000","1,400,000"
		NetPPE,"9,455,000","9,657,000","10,220,000","10,596,000","10,796,000","11,220,000","11,627,000","12,064,000","8,957,000","9,015,000","9,230,000","9,243,000","9,374,000","9,781,000","10,149,000","10,708,000","11,321,000","11,917,000","11,873,000","12,052,000","10,514,000","8,983,000","9,484,000","9,572,000","11,700,000","7,800,000","8,100,000","8,400,000","7,900,000","8,500,000","9,000,000","9,200,000","9,900,000","10,200,000","4,300,000","3,300,000","2,400,000","1,400,000","1,100,000"
			GrossPPE,"19,719,000","19,643,000","19,926,000","20,018,000","20,368,000","21,048,000","20,919,000","20,913,000","17,292,000","17,567,000","17,573,000","17,154,000","17,750,000","17,865,000","18,235,000","18,697,000","18,532,000","18,697,000","17,796,000","17,517,000","18,740,000","16,007,000","16,427,000","16,190,000","18,900,000","14,200,000","14,600,000","14,000,000","13,400,000","13,900,000","13,700,000","13,500,000","13,000,000","12,400,000","7,700,000","6,000,000","4,300,000","2,700,000","2,900,000"
				Properties,"16,400,000","16,330,000","16,499,000","16,572,000","16,499,000","16,422,000","16,396,000","16,306,000","12,773,000","12,814,000","12,847,000","12,819,000","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,"12,819,000","12,849,000","12,842,000","12,858,000","12,938,000","12,953,000","12,922,000","12,876,000","12,861,000","11,122,000","8,538,000","8,568,000","8,363,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"3,224,000","3,209,000","3,212,000","3,306,000","3,869,000","4,626,000","4,523,000","4,607,000","4,519,000","4,753,000","4,726,000","4,335,000","4,901,000","5,023,000","5,377,000","5,759,000","5,579,000","5,775,000","4,920,000","4,656,000","7,618,000","7,469,000","7,859,000","7,827,000",,,,,,,,,,,,,,,
				OtherProperties,"95,000","104,000","215,000","140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-10,264,000","-9,986,000","-9,706,000","-9,422,000","-9,572,000","-9,828,000","-9,292,000","-8,849,000","-8,335,000","-8,552,000","-8,343,000","-7,911,000","-8,376,000","-8,084,000","-8,086,000","-7,989,000","-7,211,000","-6,780,000","-5,923,000","-5,465,000","-8,226,000","-7,024,000","-6,943,000","-6,618,000","-7,200,000","-6,400,000","-6,500,000","-5,600,000","-5,500,000","-5,400,000","-4,700,000","-4,300,000","-3,100,000","-2,200,000","-3,400,000","-2,700,000","-1,900,000","-1,300,000","-1,800,000"
		GoodwillAndOtherIntangibleAssets,,,,,"0","13,400,000","16,458,000","21,353,000","26,390,000","31,144,000","36,010,000","0",,,,,,,,,,,,"1,281,000","500,000",,"200,000","600,000","1,100,000",,"400,000","700,000","900,000","1,400,000","900,000","1,700,000","700,000","100,000","100,000"
			Goodwill,,,,,"0","13,400,000","13,400,000","13,400,000","13,400,000","13,400,000","13,400,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,"3,058,000","7,953,000","12,990,000","17,744,000","22,610,000",,,,,,,,,,,,,"1,281,000","500,000",,"200,000","600,000","1,100,000",,"400,000","700,000","900,000","1,400,000","900,000","1,700,000","700,000","100,000","100,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,"0","1,663,000",,,,,,,,,,,,,,,,,,,,,,,
