name,ttm,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001
OperatingCashFlow,"9,150,984,000","9,524,268,000","9,541,129,000","8,975,148,000","8,215,152,000","6,626,953,000","6,026,691,000","4,973,039,000","4,667,400,000","4,176,163,000","3,486,085,000","3,303,128,000","4,256,852,000","3,441,739,000","3,091,620,000","3,160,202,000","2,803,248,000","2,630,565,000","2,667,989,000","1,887,081,000","1,755,949,000","1,544,345,000","1,090,310,000","2,280,614,000"
	CashFlowFromContinuingOperatingActivities,"9,150,984,000","9,524,268,000","9,541,129,000","8,975,148,000","8,215,152,000","6,626,953,000","6,026,691,000","4,973,039,000","4,667,400,000","4,176,163,000","3,486,085,000","3,303,128,000","4,256,852,000","3,441,739,000","3,091,620,000","3,160,202,000","2,803,248,000","2,630,565,000","2,667,989,000","1,887,081,000","1,755,949,000","1,544,345,000","1,090,310,000","2,280,614,000"
		NetIncomeFromContinuingOperations,"7,108,743,000","7,003,530,000","6,988,960,000","5,990,545,000","5,185,313,000","4,846,241,000","4,214,594,000","3,634,932,000","4,349,603,000","3,273,789,000","3,175,958,000","3,554,519,000","2,824,933,000","2,553,240,000","2,060,459,000","1,938,146,000","1,691,751,000","1,243,148,000","973,329,000","940,474,000","690,828,000","498,238,000","244,895,000","1,057,403,000"
		OperatingGainsLosses,,,,,,,,"461,160,000","-848,823,000","64,382,000",,,"1,691,000","1,520,000","9,538,000","249,273,000","528,309,000","465,140,000","410,674,000","551,212,000","519,398,000","-7,297,000","341,806,000","155,399,000"
			GainLossOnSaleOfBusiness,,,,,,"0","0","252,000","-848,823,000","0",,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,"8,596,000","2,826,000","20,679,000",
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,"-3,397,000","-10,123,000","321,127,000",
			PensionAndEmployeeBenefitExpense,,,,,,"0","0","460,908,000","0","64,382,000",,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,412,015,000","1,400,755,000","1,310,738,000","1,891,242,000","1,773,124,000","892,760,000","926,776,000","801,789,000","729,052,000","645,923,000","620,743,000","593,028,000","593,545,000","513,256,000","474,688,000","498,591,000","491,421,000","444,499,000","320,610,000","282,073,000","257,080,000","237,205,000","285,361,000","414,072,000"
			DepreciationAndAmortization,"1,412,015,000","1,400,755,000","1,310,738,000","1,891,242,000","1,773,124,000","892,760,000","926,776,000","801,789,000","729,052,000","645,923,000","620,743,000","593,028,000","593,545,000","513,256,000","474,688,000","498,591,000","491,421,000","444,499,000","320,610,000","282,073,000","257,080,000","237,205,000","285,361,000","414,072,000"
