name,ttm,05/31/2024,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997
OperatingCashFlow,"1,756,000","1,756,000","10,011,000","1,508,000","-2,701,000","-2,024,000","-5,637,000","-1,351,000","-4,495,000","-6,281,000","-2,256,000","-607,000","-310,000","-4,875,000","-4,142,000","3,247,000","-11,036,000","3,624,000","-1,109,000","1,501,000","-2,543,000","-800,000","-3,815,000","-226,000","1,011,000","-5,956,000","342,000","-664,000","3,026,000"
	CashFlowFromContinuingOperatingActivities,"1,756,000","1,756,000","10,011,000","1,508,000","-2,701,000","-2,024,000","-5,637,000","-1,351,000","-4,495,000","-6,281,000","-2,256,000","-607,000","-310,000","-4,875,000","-4,142,000","3,247,000","-11,036,000","3,624,000","-1,109,000","1,501,000","-2,543,000","-800,000","-3,815,000","-226,000","1,011,000","-5,956,000","342,000","-664,000","3,026,000"
		NetIncomeFromContinuingOperations,"33,156,000","33,156,000","14,557,000","9,450,000","-2,027,000","-2,802,000","-5,235,000","528,000","-5,653,000","-6,785,000","-6,647,000","422,000","-3,419,000","-3,389,000","-3,373,000","-481,000","-29,971,000","10,573,000","2,428,000","810,000","-4,870,000","-3,959,000","-4,544,000","-5,267,000","-141,000","-2,605,000","-2,330,000","2,405,000","3,315,000"
		OperatingGainsLosses,,,,"-1,698,000","-2,186,000","45,000",,,,"2,000",,"-41,000",,"-989,000","1,000","301,000","6,000","3,000","41,000","83,000","226,000","160,000","380,000","15,000","1,640,000","33,000","-140,000","142,000","43,000"
			GainLossOnSaleOfBusiness,,,"0","0","-2,186,000","0",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,"0","0","45,000",,,,,,,,,"1,000","301,000","6,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,"-990,000",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,363,000","1,363,000","1,099,000","1,045,000","328,000","384,000","431,000","417,000","271,000","203,000","135,000","141,000","322,000","491,000","573,000","690,000","644,000","474,000","323,000","340,000","323,000","384,000","582,000","662,000","651,000","703,000","453,000","479,000","633,000"
			DepreciationAndAmortization,"1,363,000","1,363,000","1,099,000","1,045,000","328,000","384,000","431,000","417,000","271,000","203,000","135,000","141,000","322,000","491,000","573,000","690,000","644,000","474,000","323,000","340,000","323,000","384,000","582,000","662,000","651,000","703,000","453,000","479,000","633,000"
				Depreciation,"1,363,000","1,363,000","1,099,000","1,045,000","310,000",,,,,,,,,,,,,,,,,,,,,,,,
