name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989
OperatingCashFlow,"3,448,000","15,084,000","-5,261,000","3,286,000","2,336,000","1,615,000","-1,881,000","-2,651,000","1,224,000","7,755,000","4,507,000","5,672,000","6,959,000","10,317,000","9,324,000","8,359,000","6,562,000","5,010,000","2,751,000","4,196,000","5,543,000","5,037,000","3,679,000","9,047,000","3,786,000","1,700,000","4,300,000","5,000,000","6,400,000","3,200,000","3,600,000","3,300,000","2,600,000","1,200,000","4,500,000","1,900,000"
	CashFlowFromContinuingOperatingActivities,"3,448,000","15,084,000","-5,261,000","3,286,000","2,336,000","1,615,000","-1,881,000","-2,651,000","1,224,000","7,755,000","4,507,000","5,672,000","6,959,000","10,317,000","9,324,000","8,359,000","6,562,000","5,010,000","2,751,000","4,196,000","5,543,000","5,037,000","3,679,000","9,047,000","3,786,000","1,700,000","4,300,000","5,000,000","6,400,000","3,200,000","3,600,000","3,300,000","2,600,000","1,200,000","4,500,000","1,900,000"
		NetIncomeFromContinuingOperations,"44,900,000","21,452,000","-75,624,000","112,900,000","4,041,000","-25,216,000","8,201,000","-918,000","-1,043,000","810,000","631,000","3,779,000","5,541,000","7,840,000","7,672,000","8,026,000","7,113,000","5,316,000","2,438,000","4,287,000","3,731,000","2,403,000","1,226,000","-13,373,000","1,838,000","2,100,000","3,300,000","3,000,000","2,600,000","2,000,000","2,200,000","1,200,000","700,000",,"500,000","300,000"
		OperatingGainsLosses,"-11,283,000","-422,000","-14,521,000","-41,749,000","-4,193,000",,"-3,182,000",,,"-4,000",,,,,,,,,,"-185,000","-38,000","-8,000","-20,000","14,362,000","-3,186,000","-400,000","-200,000","-100,000",,,,,"-100,000",,,
			GainLossOnSaleOfPPE,,"0","-272,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-11,283,000","-422,000","-14,249,000","-41,749,000","-4,193,000",,"-3,182,000",,,"-4,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"266,000","279,000","379,000","480,000","524,000","589,000","3,678,000","5,586,000","5,709,000","5,531,000","5,516,000","2,441,000","503,000","535,000","613,000","797,000","990,000","990,000","899,000","821,000","1,340,000","2,356,000","2,544,000","3,877,000","2,517,000","1,800,000","1,700,000","1,900,000","1,800,000","2,100,000","2,300,000","1,800,000","1,600,000","1,600,000","1,700,000","1,700,000"
			DepreciationAndAmortization,"266,000","279,000","379,000","480,000","524,000","589,000","3,678,000","5,586,000","5,709,000","5,531,000","5,516,000","2,441,000","503,000","535,000","613,000","797,000","990,000","990,000","899,000","821,000","1,340,000","2,356,000","2,544,000","3,877,000","2,517,000","1,800,000","1,700,000","1,900,000","1,800,000","2,100,000","2,300,000","1,800,000","1,600,000","1,600,000","1,700,000","1,700,000"
		DeferredTax,"9,440,000","5,326,000","-30,821,000","31,895,000","590,000","-6,392,000","-19,241,000","-4,574,000","-1,637,000","-1,283,000","-2,039,000","-493,000","-261,000","189,000","-423,000","-433,000","-622,000","778,000","36,000","-12,000","-232,000","-205,000","-180,000","-2,516,000","2,261,000","100,000",,"-300,000","200,000","200,000","200,000","-100,000","-300,000","100,000","-200,000","-200,000"
			DeferredIncomeTax,"9,440,000","5,326,000","-30,821,000","31,895,000","590,000","-6,392,000","-19,241,000","-4,574,000","-1,637,000","-1,283,000","-2,039,000","-493,000","-261,000","189,000","-423,000","-433,000","-622,000","778,000","36,000","-12,000","-232,000","-205,000","-180,000","-2,516,000","2,261,000","100,000",,"-300,000","200,000","200,000","200,000","-100,000","-300,000","100,000","-200,000","-200,000"
		AmortizationOfSecurities,,,,,,,,,,,,,"-4,000","-13,000","-11,000","69,000","19,000",,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"0",,,,"0","13,400,000","4,560,000",,,"376,000",,"1,719,000","2,855,000","0",,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"-35,301,000","-17,024,000","123,401,000","-106,499,000","3,099,000","17,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"-2,978,000",,,,,,"-3,000","-3,000","-3,000","-3,000","-2,000","-4,000","7,840,000","7,672,000",,"19,000","-100,000","-133,000",,,,,,,,,,,,,"-100,000","100,000",,"-100,000","-100,000"
		ChangeInWorkingCapital,"-1,596,000","8,451,000","-8,075,000","6,259,000","-1,725,000","1,519,000","4,103,000","-2,742,000","-1,802,000","2,328,000","402,000","-1,772,000","-1,675,000","1,766,000","1,473,000","-100,000","-938,000","-1,974,000","-489,000","-715,000","742,000","491,000","109,000","6,697,000","356,000","-1,900,000","-500,000","500,000","1,800,000","-1,100,000","-1,100,000","500,000","600,000","-500,000","2,600,000","200,000"
			ChangeInReceivables,"-4,748,000","-737,000","-8,426,000","-2,196,000","-139,000","-2,116,000","1,194,000","-670,000","841,000","4,179,000","-3,998,000","1,582,000","886,000","2,614,000","1,012,000","-787,000","-3,897,000","-1,047,000","-126,000","120,000","1,721,000","-252,000","644,000","5,087,000","-504,000","-1,900,000","-500,000","-600,000","1,100,000","-500,000","-1,000,000","-100,000","300,000","500,000","-600,000","-400,000"
				ChangesInAccountReceivables,"-4,885,000","-1,756,000","-7,407,000","-2,797,000","309,000","-2,233,000","555,000","-651,000","966,000","2,893,000","-2,252,000","1,691,000","886,000","2,614,000","1,012,000","-787,000","-3,897,000",,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"22,000","-16,000","-13,000","-7,000","4,000","6,000","-6,000","1,000","7,000","3,000","5,000","-13,000","1,000","-15,000","-10,000","7,000","-3,000","23,000","7,000","-15,000","-16,000","-4,000","49,000","-6,000","-16,000",,,,"100,000",,,"100,000","100,000","200,000","-100,000","-100,000"
			ChangeInPrepaidAssets,"-74,000","80,000","217,000","56,000","-105,000","4,000","286,000","2,000","-116,000","299,000","975,000","252,000","-9,000","-2,000","8,000","-44,000","-7,000","-55,000","30,000","12,000","40,000","-73,000","13,000","17,000",,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"4,570,000","4,300,000","-3,243,000","9,457,000","323,000","2,531,000","1,096,000","-2,461,000","-2,045,000","-1,221,000","1,478,000","-3,171,000","-2,602,000","-1,232,000","799,000","1,231,000","3,340,000","-2,531,000","248,000","-300,000","-1,697,000","819,000","-38,000","1,410,000","689,000","300,000","-200,000","200,000","300,000","-200,000","100,000","100,000","-800,000","-1,900,000","2,000,000","-100,000"
				ChangeInPayable,"2,578,000","2,650,000","-5,421,000","6,557,000","-594,000","1,700,000","-229,000","-2,318,000","-1,836,000","-385,000","3,329,000","-155,000","-1,187,000","-539,000","-339,000","191,000","1,592,000",,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"1,916,000","1,069,000","-6,244,000","6,244,000",,,,"-2,723,000","-268,000","-253,000","3,244,000","0","-952,000","-96,000","-5,000","-194,000","389,000",,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"1,916,000","1,069,000","-6,244,000","6,244,000",,,,"-2,723,000","-268,000","-253,000","3,244,000","0","-952,000","-96,000","-5,000","-194,000","389,000",,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"662,000","1,581,000","823,000","313,000","-594,000","1,700,000","-229,000","405,000","-1,568,000","-132,000","85,000","-155,000","-235,000","-443,000","-334,000","385,000","1,203,000",,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"1,992,000","1,650,000","2,178,000","2,900,000","917,000","831,000","1,325,000","-143,000","-209,000","-836,000","-1,851,000","-3,016,000","-1,415,000","-693,000","1,138,000","1,040,000","1,748,000",,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,"158,000","-200,000",,"200,000",,"-100,000","-800,000","200,000",,"-300,000","200,000",
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,"1,748,000","5,000","-648,000","-532,000","694,000","1,000","-559,000","189,000","29,000","-100,000","200,000","700,000","300,000","-300,000","600,000","200,000","1,000,000","1,000,000","1,100,000","800,000"
			ChangeInOtherWorkingCapital,"-1,366,000","4,824,000","3,390,000","-1,051,000","-1,808,000","1,094,000","1,533,000","386,000","-489,000","-932,000","1,942,000","-422,000","49,000","401,000","-336,000","-507,000","-371,000","1,631,000",,,,,,,,,,,,,,,,,,
InvestingCashFlow,"40,568,000","-7,261,000","-36,763,000","-19,986,000","16,123,000","-165,000","7,913,000","-5,266,000","-7,611,000","-7,548,000","-435,000","-24,812,000","-9,032,000","-10,874,000","-7,134,000","-5,111,000","-2,625,000","-4,356,000","-2,434,000","-3,797,000","-8,186,000","-4,579,000","-5,704,000","-7,929,000","-1,939,000","-1,200,000","-3,800,000","-5,300,000","-4,400,000","-4,000,000","-3,000,000","-1,300,000","-500,000","-900,000","-7,100,000","-2,000,000"
	CashFlowFromContinuingInvestingActivities,"40,568,000","-7,261,000","-36,763,000","-19,986,000","16,123,000","-165,000","7,913,000","-5,266,000","-7,611,000","-7,548,000","-435,000","-24,812,000","-9,032,000","-10,874,000","-7,134,000","-5,111,000","-2,625,000","-4,356,000","-2,434,000","-3,797,000","-8,186,000","-4,579,000","-5,704,000","-7,929,000","-1,939,000","-1,200,000","-3,800,000","-5,300,000","-4,400,000","-4,000,000","-3,000,000","-1,300,000","-500,000","-900,000","-7,100,000","-2,000,000"
		NetPPEPurchaseAndSale,"-11,000","-86,000","345,000","-29,000","-184,000","-165,000","-212,000","-253,000","-3,779,000","-565,000","-435,000","-280,000","-372,000","-129,000","-245,000","-238,000","-377,000","-394,000","-943,000","-642,000","-2,850,000","-3,281,000","-1,438,000","-1,796,000","-2,219,000","-5,000,000","-1,100,000","-1,200,000","-1,800,000","-2,500,000","-1,500,000","-1,300,000","-500,000","-900,000","-7,100,000","-2,000,000"
