name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"363,725,025","599,106,683","1,310,318,375","48,441,307","181,459,156","164,687,440","323,109,178","350,891,994","538,094,921","517,330,710","546,679,148","1,112,345,372","1,628,894,072","1,857,339,384","2,324,957,507","3,263,008,574","3,246,101,396","1,623,211,033.25","1,214,230,889.968","1,026,799,879.962","155,798,234.989","20,493,363.853","23,835,837.327"
	CurrentAssets,"222,795,882","393,427,225","1,050,511,405","42,315,115","154,467,831","33,014,021","183,112,382","88,038,216","77,258,122","255,853,455","218,062,240","664,615,858","1,168,666,004","1,561,453,207","1,802,796,954","2,493,985,244","2,414,758,953","1,086,173,831.345","611,239,962.003","855,200,659.936","94,996,936.816","11,675,966.941","11,670,064.67"
		CashCashEquivalentsAndShortTermInvestments,"45,221,538","58,063,733","429,220,773","31,696,237","10,113,141","4,256,449","142,624,020","38,878,076","49,010,541","181,482,300","156,987,201","555,156,159","1,071,725,828","1,416,189,294","1,675,081,345","2,220,624,795","2,215,281,857","937,052,671.313","488,444,319.877","793,563,459.01","62,765,636.943","5,627,993.415","10,006,642.441"
			CashAndCashEquivalents,"45,221,538","58,063,733","428,420,773","31,696,237","10,113,141","4,256,449","142,624,020","38,878,076","49,010,541","181,482,300","156,987,201","554,278,809","1,071,725,828","1,416,189,294","1,675,081,345","2,152,585,574","2,215,281,857","937,052,671.313","488,444,319.877","793,563,459.01","62,765,636.943","5,627,993.415","1,729,911.768"
			OtherShortTermInvestments,,"0","800,000","0",,,,,,,"0","877,350","0",,"0","68,039,221","0",,,,,,"8,276,730.673"
		Receivables,"6,943,789","5,399,611","66,022,594","6,747,335","3,607,914","8,248,818","7,350,368","30,377,083","17,886,306","52,233,088","19,324,689","33,566,475","41,825,444","10,712,252","2,030,638","8,960,792","26,654,274","10,165,881.46","10,598,196.479","16,689,404.374","24,970,385.501","2,248,756.988","21,167.051"
			AccountsReceivable,"56,067","151,432","3,682,282","2,981","110,437","592,897","2,607,568","8,607,120","7,153,663","11,804,750","19,138,096","15,621,678","10,054,911","10,712,252","920,214","8,323,084","26,654,274","10,165,881.46","10,598,196.479","16,689,404.374",,"74,088.816","21,167.051"
				GrossAccountsReceivable,"561,525.53","386,226","4,234,824","236,194","1,429,768","1,742,761","3,647,526","9,647,078","8,145,406","12,285,676","19,542,807","15,621,678","10,054,911",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-505,458.53","-234,794","-552,542","-233,213","-1,319,331","-1,149,864","-1,039,958","-1,039,958","-991,743","-480,926","-404,711","-26,834","0",,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,"740,586","186,593","942,304","2,689,359",,,,,,,,,,
			TaxesReceivable,"4,121,464","2,632,299","2,310,475","1,780,484","2,738,716","1,448,075","2,249,958","0",,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"599,573","599,574","599,574","732,705","758,761","6,207,846","2,492,842","21,769,963","10,732,643","9,750,000",,,,,,,,,,,,,
			OtherReceivables,"2,166,685","2,016,306","59,430,263","4,231,165","2,973,158","1,848,614","1,974,307","0","0","30,678,338","0","17,002,493","29,081,174","0","1,110,424","637,708","0","0","0","13,327,821.5",,"2,174,668.172","0"
		PrepaidAssets,"65,078,551","267,843,394","469,149,689","3,871,543","14,383,268","18,660,140","10,494,310","15,470,872","6,835,358","22,128,322","33,479,042","65,256,447","36,433,152","131,639,724","122,028,474","208,650,920","111,002,191","96,629,544.063","71,420,998.652","16,025,554.691","4,248,859.825","1,974,827.043","1,340,991.013"
		RestrictedCash,"17,837,766","4,225,323",,,,,,,,,,,,,,"1,435,781","8,943,273",,,,,,
		CurrentDeferredAssets,,,,,,,,,,"9,745","68,217","900,961","1,903,099","2,911,937","3,656,497","55,748,737","52,877,358",,,,"1,564,802.138","28,211.697","119,469.251"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,"0","2,139,896","0","5,118,345",,,,"1,564,802.138","28,211.697","119,469.251"
		AssetsHeldForSaleCurrent,"0","25,924",,"0","123,390,350","0","20,669,377","0",,,,,,,,,,,,,,,
		OtherCurrentAssets,"87,714,238","57,869,240","86,118,349","4,231,165","2,973,158","1,848,614","1,974,307","3,312,185","3,525,917","9,725,296","8,203,091","9,735,816","16,778,481","0","0",,"56,783,752.89","42,325,734.51","40,776,446.996","28,922,241.861","1,447,252.408","1,796,177.798","181,794.915"
	TotalNonCurrentAssets,"140,929,143","205,679,458","259,806,970","6,126,192","26,991,325","131,673,419","139,996,796","262,853,778","460,836,799","261,477,255","328,616,908","447,729,514","460,228,068","295,886,177","522,160,553","769,023,330","831,342,443","537,037,201.905","602,990,927.966","171,599,220.026","60,801,298.173","8,817,396.912","12,165,772.657"
		NetPPE,"101,198,127","154,909,334","179,344,008","6,126,192","10,476,125","17,352,445","20,721,252","93,197,300","33,846,518","36,346,230","50,439,400","64,575,315","60,513,021","58,061,464","75,977,200","200,034,094","344,393,472","227,319,597.395","231,531,316.296","8,083,894.932","5,616,037.689","7,943,397.226","11,287,162.08"
			GrossPPE,"293,490,752","292,756,935","238,077,356","26,747,036","100,450,491","192,907,487","196,837,071","312,282,578","239,007,492","243,275,402","278,467,451","293,666,381","306,424,591","332,267,428","677,817,083","660,499,932","592,110,982","355,347,397.088","285,143,191.209","23,508,497.324","17,679,197.935","16,562,252.667","16,041,288.258"
				Properties,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,"0","62,589,656","85,160,348","85,160,348",,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,"0","69,341,652","69,341,652","69,341,652","69,341,652","69,276,652","67,881,751","67,881,751","67,482,202","64,488,993","59,911,552","58,835,873","58,140,552","57,563,875","29,029,141.205","26,327,659.28","3,131,466.86","1,899,553.968","1,751,807.29","1,699,059.364"
				MachineryFurnitureEquipment,"286,621,935","280,695,238","231,713,632","21,597,946","26,542,422","113,199,931","116,105,774","146,223,670","140,296,993","144,646,508","194,523,283","210,691,762","232,882,538","263,495,757","612,581,567","596,965,313","529,259,785","323,590,651.395","252,767,374.36","17,096,606.572","14,284,485.905","13,380,580.897","12,934,342.716"
				OtherProperties,"6,868,817","12,061,697","6,363,724","5,149,090","-4,793,440","17,352,445","-113,755","18,601,901","18,424,967","18,175,695","0","0",,"0","0","0","10,699,801.812","2,727,604.488","6,048,157.57","3,280,423.891","1,495,158.062","1,429,864.48","1,407,886.178"
				ConstructionInProgress,,,,,,,,,,,,"0","1,150,000",,,,,,,,,,
				Leases,,,,"0","9,359,857","10,365,904","11,503,400","11,556,908","11,008,880","12,571,448","16,062,417","15,492,417","7,903,060","8,860,119","6,399,643","5,394,067","5,287,322",,,,,,
			AccumulatedDepreciation,"-192,292,625","-137,847,601","-58,733,348","-20,620,844","-89,974,366","-175,555,042","-176,115,819","-219,085,278","-205,160,974","-206,929,172","-228,028,051","-229,091,066","-245,911,570","-274,205,964","-601,839,883","-460,465,838","-247,717,510","-128,027,799.693","-53,611,874.913","-15,424,602.392","-12,063,160.246","-8,618,855.441","-4,754,126.178"
		GoodwillAndOtherIntangibleAssets,,,,,"0","62,589,656","64,510,566","0","157,571,566","177,558,691","210,548,884","239,176,173","245,562,201","106,153,101","131,506,133","248,128,307","391,183,552","274,238,909.333","319,365,522.463","33,300,629.899",,,
			Goodwill,,,,,,,"0","0","10,342,694","9,746,054","9,710,854","10,011,247","10,035,775","10,548,323","0","30,199,751","30,199,751","30,174,211.878","30,212,102.702",,,,
			OtherIntangibleAssets,,,,,,"62,589,656","64,510,566","66,431,476","147,228,872","167,812,637","200,838,030","229,164,926","235,526,426","95,604,778","131,506,133","217,928,556","360,983,801","244,064,697.455","289,153,419.761","33,300,629.899",,,
		InvestmentsAndAdvances,"35,291,289","35,297,395","73,915,119","0","10,000,000","45,216,118","48,243,558","163,037,501","267,539,694","39,223,925","50,848,141","82,303,292","78,393,243","74,843,710","308,806,125","320,860,929","47,454,674",,,,,,
			LongTermEquityInvestment,,,,"0","10,000,000","45,216,118","48,243,558","163,037,501","267,539,694","39,223,925","50,848,141","76,017,792","72,051,143",,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,"6,285,500","6,342,100",,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,"7,894,836","15,280,089","22,188,652","35,921,491",,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,"0","338,139","5,459,354","10,708,214","0","5,267,185","0","29,356,533","5,386,559.785","2,105,326.595","3,150,630.777","4,581,972.581",,"28,211.697"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,"0","5,267,185","0","29,356,533","5,386,559.785","2,105,326.595","3,150,630.777","4,581,972.581",,"28,211.697"
		NonCurrentPrepaidAssets,,,,,"6,515,200","6,515,200","6,515,200","6,515,200","0",,"0","32,819,483","28,565,286",,,"0","18,500,000",,,,,,
		OtherNonCurrentAssets,"4,439,727","15,472,729","6,547,843",,,"6,515,200","6,220","103,777","1,879,021","453,573","1,162,255","1,207,245","564,612","56,827,902","603,910",,"454,212","30,092,135.393","49,988,762.612","127,064,064.418","50,603,287.903","873,999.686","850,398.88"
TotalLiabilitiesNetMinorityInterest,"182,387,956","571,568,330","546,862,815","366,837,286","1,413,380,848","1,249,498,306","1,125,460,018","1,052,946,451","600,565,840","320,945,335","356,546,005","363,133,828","377,062,903","322,122,617","311,507,906","543,766,536","440,010,847","288,182,749.72","271,861,088.831","149,294,680.282","168,452,223.357","78,953,942.953","53,979,819.957"
	CurrentLiabilities,"162,853,793","564,162,525","544,295,473","364,372,791","1,058,082,595","908,423,767","819,445,350","573,749,023","427,966,024","296,590,707","330,092,428","317,712,562","311,524,994","316,318,769","311,507,906","543,766,536","440,010,847","288,182,749.72","271,861,088.831","149,294,680.282","134,210,301.577","46,981,746.355","23,203,698.304"
