name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990
TotalRevenue,"37,349,000,000","35,820,000,000","44,200,000,000","33,566,000,000","23,531,000,000","24,273,000,000","22,611,000,000","22,258,000,000","23,554,000,000","25,281,000,000","26,487,000,000","24,866,000,000","19,121,000,000","14,957,000,000","10,982,000,000","10,387,000,000","11,142,000,000","8,871,000,000","7,526,000,000","5,673,000,000","4,880,000,000","3,847,000,000","2,915,000,000","2,679,786,000","3,196,780,000","3,937,300,000","3,347,900,000","2,096,365,000","813,900,000","386,600,000","271,600,000","168,700,000","107,500,000","90,300,000","46,500,000"
	OperatingRevenue,"37,349,000,000","35,820,000,000","44,200,000,000","33,566,000,000","23,531,000,000","24,273,000,000","22,611,000,000","22,258,000,000","23,554,000,000","25,281,000,000","26,487,000,000","24,866,000,000","19,121,000,000","14,957,000,000","10,982,000,000","10,387,000,000","11,142,000,000","8,871,000,000","7,526,000,000","5,673,000,000","4,880,000,000","3,847,000,000","2,915,000,000","2,679,786,000","3,196,780,000","3,937,300,000","3,347,900,000","2,096,365,000","813,900,000","386,600,000","271,600,000","168,700,000","107,500,000","90,300,000","46,500,000"
CostOfRevenue,"16,473,000,000","15,869,000,000","18,635,000,000","14,262,000,000","9,255,000,000","8,599,000,000","10,244,000,000","9,792,000,000","9,749,000,000","10,378,000,000","10,686,000,000","9,820,000,000","7,096,000,000","4,877,000,000","3,301,000,000","3,025,000,000","3,414,000,000","2,681,000,000","2,182,000,000","1,645,000,000","1,484,000,000","1,268,000,000","954,000,000","1,035,103,000","1,507,122,000","2,566,700,000","2,203,500,000","1,518,006,000","479,100,000","182,300,000","137,900,000","90,800,000","57,900,000","53,900,000","39,300,000"
GrossProfit,"20,876,000,000","19,951,000,000","25,565,000,000","19,304,000,000","14,276,000,000","15,674,000,000","12,367,000,000","12,466,000,000","13,805,000,000","14,903,000,000","15,801,000,000","15,046,000,000","12,025,000,000","10,080,000,000","7,681,000,000","7,362,000,000","7,728,000,000","6,190,000,000","5,344,000,000","4,028,000,000","3,396,000,000","2,579,000,000","1,961,000,000","1,644,683,000","1,689,658,000","1,370,600,000","1,144,400,000","578,359,000","334,800,000","204,300,000","133,700,000","77,900,000","49,600,000","36,400,000","7,200,000"
OperatingExpense,"12,215,000,000","12,163,000,000","9,705,000,000","9,515,000,000","8,021,000,000","8,007,000,000","11,746,000,000","9,885,000,000","7,310,000,000","9,127,000,000","8,251,000,000","7,816,000,000","6,343,000,000","5,054,000,000","3,954,000,000","4,820,000,000","3,998,000,000","3,307,000,000","2,654,000,000","1,642,000,000","1,267,000,000","1,006,000,000","1,121,000,000","1,637,753,000","906,990,000","965,400,000","901,700,000","480,902,000","342,200,000","183,800,000","110,800,000","65,900,000","51,600,000","42,700,000","23,100,000"
	SellingGeneralAndAdministration,"2,627,000,000","2,483,000,000","2,570,000,000","2,339,000,000","2,074,000,000","2,195,000,000","2,986,000,000","2,658,000,000","2,385,000,000","2,344,000,000","2,290,000,000","2,518,000,000","2,270,000,000","1,945,000,000","1,503,000,000","1,462,000,000","1,717,000,000","1,478,000,000","1,116,000,000","631,000,000","547,000,000","483,000,000","401,000,000","367,155,000","342,940,000","425,900,000","410,300,000","236,188,000","285,400,000","72,700,000","42,400,000","56,100,000","44,400,000","36,900,000","17,500,000"
	ResearchAndDevelopment,"8,726,000,000","8,818,000,000","8,194,000,000","7,176,000,000","5,975,000,000","5,398,000,000","5,625,000,000","5,485,000,000","5,151,000,000","5,490,000,000","5,477,000,000","4,967,000,000","3,915,000,000","2,995,000,000","2,451,000,000","2,345,000,000","2,281,000,000","1,829,000,000","1,538,000,000","1,011,000,000","720,000,000","523,000,000","452,000,000","414,760,000","340,407,000","381,100,000","349,500,000","235,922,000","162,300,000","80,200,000","49,600,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,000,000","8,589,000","259,000,000","255,230,000","145,643,000","158,400,000","141,900,000",,"56,800,000","30,900,000","18,800,000","9,800,000","7,200,000","5,800,000","5,600,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,000,000","8,589,000","259,000,000","255,230,000","145,643,000","158,400,000","141,900,000",,"56,800,000","30,900,000","18,800,000","9,800,000","7,200,000","5,800,000","5,600,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,"5,000,000","8,589,000","259,000,000","255,230,000","145,643,000",,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,"5,000,000","8,589,000","259,000,000","255,230,000","145,643,000",,,,,,,,,,
	OtherOperatingExpenses,"-17,000,000","862,000,000","-1,059,000,000",,"-28,000,000","414,000,000","3,135,000,000","1,742,000,000","-226,000,000","1,293,000,000","484,000,000","331,000,000","158,000,000","114,000,000",,"1,013,000,000",,,,,"-26,000,000","163,583,000","9,000,000","600,608,000","78,000,000","240,007,000","11,976,000","8,792,000",,,,,,,
OperatingIncome,"8,661,000,000","7,788,000,000","15,860,000,000","9,789,000,000","6,255,000,000","7,667,000,000","621,000,000","2,581,000,000","6,495,000,000","5,776,000,000","7,550,000,000","7,230,000,000","5,682,000,000","5,026,000,000","3,727,000,000","2,542,000,000","3,730,000,000","2,883,000,000","2,690,000,000","2,386,000,000","2,129,000,000","1,573,000,000","840,000,000","6,930,000","782,668,000","405,200,000","242,700,000","97,457,000","-7,400,000","20,500,000","22,900,000","12,000,000","-2,000,000","-6,300,000","-15,900,000"
NetNonOperatingInterestIncomeExpense,"-80,000,000","-381,000,000","-399,000,000","-476,000,000","-446,000,000","-327,000,000","-157,000,000","125,000,000","314,000,000","423,000,000","581,000,000","674,000,000","519,000,000","386,000,000","487,000,000","503,000,000","469,000,000",,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"610,000,000","313,000,000","91,000,000","83,000,000","156,000,000","300,000,000","611,000,000","619,000,000","611,000,000","527,000,000","586,000,000","697,000,000","609,000,000","500,000,000","530,000,000","516,000,000","491,000,000",,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"690,000,000","694,000,000","490,000,000","559,000,000","602,000,000","627,000,000","768,000,000","494,000,000","297,000,000","104,000,000","5,000,000","23,000,000","90,000,000","114,000,000","43,000,000","13,000,000","22,000,000",,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"579,000,000","36,000,000","-463,000,000","961,000,000","-90,000,000","141,000,000","-72,000,000","281,000,000","24,000,000","288,000,000","647,000,000","290,000,000","361,000,000","275,000,000","279,000,000","-642,000,000","-373,000,000","196,000,000","54,000,000","170,000,000","11,000,000","-164,000,000","-353,000,000","-1,023,608,000","354,099,000","-44,400,000","1,700,000","-18,669,000","24,200,000","7,300,000","-8,500,000","3,100,000","600,000",,
	GainOnSaleOfSecurity,"254,000,000","82,000,000","-275,000,000","864,000,000","289,000,000","360,000,000","114,000,000","532,000,000","280,000,000","517,000,000","831,000,000","369,000,000","453,000,000","334,000,000","408,000,000","138,000,000","161,000,000",,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,"-7,000,000","13,000,000","-21,000,000","-93,000,000","-145,000,000","-74,000,000","-84,000,000","-32,000,000","-10,000,000","-6,000,000","-9,000,000","-7,000,000","-4,000,000","-17,000,000","1,000,000","-1,000,000","-29,000,000","-28,000,000","-72,000,000","-113,000,000","-57,000,000",,,,"-20,731,000",,,,,,,,
	SpecialIncomeCharges,"160,000,000","-132,000,000","-47,000,000","-33,000,000","-405,000,000","-135,000,000","-75,000,000","-177,000,000","-172,000,000","-197,000,000","-174,000,000","-73,000,000","-83,000,000","-52,000,000","-125,000,000","-763,000,000","-535,000,000","197,000,000","83,000,000","198,000,000","83,000,000","-51,000,000","-296,000,000","-1,023,608,000","354,099,000","-44,400,000","1,700,000","-18,669,000","24,200,000","7,300,000","-8,500,000","3,100,000","600,000",,
		WriteOff,"78,000,000","132,000,000","47,000,000","33,000,000","405,000,000","135,000,000","75,000,000","177,000,000","172,000,000","200,000,000","180,000,000","85,000,000","83,000,000","52,000,000","125,000,000","763,000,000","535,000,000",,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,"0","0","3,000,000","6,000,000","12,000,000","0","0",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"165,000,000","86,000,000","-141,000,000","130,000,000","47,000,000","9,000,000","34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"9,160,000,000","7,443,000,000","14,998,000,000","10,274,000,000","5,719,000,000","7,481,000,000","392,000,000","2,987,000,000","6,833,000,000","6,487,000,000","8,778,000,000","8,194,000,000","6,562,000,000","5,687,000,000","4,493,000,000","2,403,000,000","3,826,000,000","3,626,000,000","3,156,000,000","2,809,000,000","2,313,000,000","1,565,000,000","622,000,000","-426,305,000","1,196,805,000","306,700,000","148,600,000","108,434,000","26,600,000","39,900,000","17,300,000","13,100,000","-3,500,000",,
TaxProvision,"336,000,000","104,000,000","2,012,000,000","1,231,000,000","521,000,000","3,095,000,000","5,356,000,000","543,000,000","1,131,000,000","1,219,000,000","1,244,000,000","1,349,000,000","1,279,000,000","1,132,000,000","973,000,000","611,000,000","666,000,000","323,000,000","686,000,000","666,000,000","588,000,000","536,000,000","97,000,000","104,501,000","526,594,000","105,800,000","40,100,000","16,500,000","5,600,000","9,700,000","2,100,000","1,000,000","600,000",,
NetIncomeCommonStockholders,"8,712,000,000","7,232,000,000","12,936,000,000","9,043,000,000","5,198,000,000","4,386,000,000","-4,964,000,000","2,445,000,000","5,705,000,000","5,271,000,000","7,967,000,000","6,853,000,000","6,109,000,000","4,260,000,000","3,247,000,000","1,592,000,000","3,160,000,000","3,303,000,000","2,470,000,000","2,143,000,000","1,720,000,000","827,000,000","360,000,000","-548,743,000","670,211,000","200,900,000","108,500,000","91,934,000","21,000,000","30,200,000","15,200,000","12,100,000","-4,100,000","-8,400,000","-17,100,000"
	NetIncome,"8,712,000,000","7,232,000,000","12,936,000,000","9,043,000,000","5,198,000,000","4,386,000,000","-4,964,000,000","2,445,000,000","5,705,000,000","5,271,000,000","7,967,000,000","6,853,000,000","6,109,000,000","4,260,000,000","3,247,000,000","1,592,000,000","3,160,000,000","3,303,000,000","2,470,000,000","2,143,000,000","1,720,000,000","827,000,000","360,000,000","-548,743,000","670,211,000","200,900,000","108,500,000","91,934,000","21,000,000","30,200,000","15,200,000","12,100,000","-4,100,000","-8,400,000","-17,100,000"
		NetIncomeIncludingNoncontrollingInterests,"8,712,000,000","7,232,000,000","12,936,000,000","9,043,000,000","5,198,000,000","4,386,000,000","-4,964,000,000","2,444,000,000","5,702,000,000","5,268,000,000","7,964,000,000","6,845,000,000","6,059,000,000","4,242,000,000","3,247,000,000","1,592,000,000","3,160,000,000","3,303,000,000","2,470,000,000","2,143,000,000","1,720,000,000","827,000,000","361,000,000","-548,743,000","683,250,000","240,200,000","196,100,000","94,913,000","7,800,000","18,200,000","12,300,000","12,100,000","-4,100,000","-8,400,000","-17,100,000"
			NetIncomeContinuousOperations,"8,824,000,000","7,339,000,000","12,986,000,000","9,043,000,000","5,198,000,000","4,386,000,000","-4,964,000,000","2,444,000,000","5,702,000,000","5,268,000,000","7,534,000,000","6,845,000,000","5,283,000,000","4,555,000,000","3,520,000,000","1,792,000,000","3,160,000,000","3,303,000,000","2,470,000,000","2,143,000,000","1,725,000,000","1,029,000,000","525,000,000","-530,806,000","670,211,000","200,900,000","108,500,000","91,934,000","21,000,000","30,200,000","15,200,000","12,100,000","-4,100,000","-8,400,000","-17,100,000"
			NetIncomeDiscontinuousOperations,"-112,000,000","-107,000,000","-50,000,000","0","0",,,,"0","0","430,000,000","0","776,000,000","-313,000,000","-273,000,000","-200,000,000",,,,,"-5,000,000","-202,000,000","-165,000,000",,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,"-17,937,000",,,,,,,,,,,
		MinorityInterests,,,,,,"0","0","1,000,000","3,000,000","3,000,000","3,000,000","8,000,000","50,000,000","18,000,000","0","0",,,,,,,"-1,000,000",,"-13,039,000","-39,300,000","-87,600,000","-2,979,000","13,200,000","12,000,000","2,900,000",,,,
DilutedNIAvailtoComStockholders,"8,712,000,000","7,232,000,000","12,936,000,000","9,043,000,000","5,198,000,000","4,386,000,000","-4,964,000,000","2,445,000,000","5,705,000,000","5,271,000,000","7,967,000,000","6,853,000,000","6,109,000,000","4,260,000,000","3,247,000,000","1,592,000,000","3,160,000,000","3,303,000,000","2,470,000,000","2,143,000,000","1,720,000,000","827,000,000","360,000,000","-548,743,000","670,211,000","200,900,000","108,500,000","91,934,000","21,000,000","30,200,000","15,200,000","12,100,000","-4,100,000","-8,400,000","-17,100,000"
BasicEPS,"7.8","6.47","11.52","7.99","4.58","3.63","-3.32","1.67","3.84","3.26","4.73","3.99","3.59","2.57","1.98","0.96","1.94","1.99","1.49","1.31","1.06","0.52","0.235","-0.38","0.465","0.17","0.098","0.079","0.02","0.035","0.02","0.015","-0.01","-0.02","-0.035"
