name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
OperatingCashFlow,"1,922,000,000","2,330,000,000","2,568,000,000","2,495,000,000","3,299,000,000","2,499,000,000","2,592,000,000","2,407,000,000","1,645,000,000","2,187,000,000","1,473,000,000","1,423,800,000","1,172,583,000","875,152,000","764,654,000","672,325,000","429,705,000","344,320,000","252,876,000","159,760,000","127,333,000","79,862,000","56,682,000","32,079,000","30,220,000","18,600,000","13,400,000"
	CashFlowFromContinuingOperatingActivities,"1,922,000,000","2,330,000,000","2,568,000,000","2,495,000,000","3,299,000,000","2,499,000,000","2,592,000,000","2,407,000,000","1,645,000,000","2,187,000,000","1,473,000,000","1,423,800,000","1,172,583,000","875,152,000","764,654,000","672,325,000","429,705,000","344,320,000","252,876,000","159,760,000","127,333,000","79,862,000","56,682,000","32,079,000","30,220,000","18,600,000","13,400,000"
		NetIncomeFromContinuingOperations,"2,195,000,000","2,126,000,000","2,290,000,000","2,137,000,000","1,392,000,000","1,842,000,000","2,101,000,000","1,504,000,000","1,553,000,000","1,624,000,000","1,439,000,000","1,228,600,000","1,051,263,000","883,618,000","733,540,000","534,963,000","430,845,000","350,133,000","232,795,000","166,266,000","100,243,000","57,365,000","34,562,000","22,160,000","17,683,000","11,200,000","6,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,"51,331,000","37,326,000","24,409,000","12,621,000","8,425,000","1,830,000",,
		DepreciationAmortizationDepletion,"548,000,000","555,000,000","569,000,000","574,000,000","559,000,000","526,000,000","498,000,000","443,000,000","379,000,000","330,000,000","208,000,000","179,900,000","156,588,000","124,175,000","110,172,000","89,371,000","74,797,000","53,918,000","34,163,000","21,400,000","16,447,000","11,936,000","7,842,000","6,367,000","4,507,000","3,000,000","2,200,000"
			DepreciationAndAmortization,"548,000,000","555,000,000","569,000,000","574,000,000","559,000,000","526,000,000","498,000,000","443,000,000","379,000,000","330,000,000","208,000,000","179,900,000","156,588,000","124,175,000","110,172,000","89,371,000","74,797,000","53,918,000","34,163,000","21,400,000","16,447,000","11,936,000","7,842,000","6,367,000","4,507,000","3,000,000","2,200,000"
		DeferredTax,"-351,000,000","-339,000,000","-273,000,000","27,000,000","184,000,000","-306,000,000","8,000,000","124,000,000","-91,000,000","-126,000,000","-100,000,000","-88,200,000","-117,908,000","-8,599,000","-51,909,000","-26,589,000","-5,028,000","25,061,000","-2,282,000","-47,340,000","-22,326,000","-622,000","12,000","7,791,000","6,341,000","4,300,000","3,500,000"
			DeferredIncomeTax,"-351,000,000","-339,000,000","-273,000,000","27,000,000","184,000,000","-306,000,000","8,000,000","124,000,000","-91,000,000","-126,000,000","-100,000,000","-88,200,000","-117,908,000","-8,599,000","-51,909,000","-26,589,000","-5,028,000","25,061,000","-2,282,000","-47,340,000","-22,326,000","-622,000","12,000","7,791,000","6,341,000","4,300,000","3,500,000"
		ProvisionandWriteOffofAssets,,,,,,,"13,000,000","15,000,000","12,000,000","10,000,000","5,000,000","3,600,000","5,076,000","4,582,000","5,950,000",,,,,,,,,,,,
		StockBasedCompensation,"180,000,000","176,000,000","261,000,000","246,000,000","232,000,000","217,000,000","267,000,000","221,000,000","217,000,000","192,000,000","135,000,000","118,800,000","107,355,000","90,232,000","56,984,000","13,260,000","26,907,000",,,,,,,,,,
