name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"32,541,000,000","31,207,000,000","29,519,000,000","26,953,000,000","27,338,000,000","27,553,000,000","24,708,000,000","23,461,000,000","22,063,000,000","20,793,000,000","17,560,000,000","16,815,000,000","16,223,000,000","14,233,000,000","12,464,000,000","10,672,000,000","11,575,000,000","10,258,557,590","9,393,082,930","8,502,201,700","7,508,942,093.76","7,012,344,930.05","7,419,542,340.88","7,343,627,940","6,261,951,017.48","5,114,043,340","4,325,799,978","3,083,221,462.23","3,722,150,000"
	OperatingRevenue,"32,541,000,000","31,207,000,000","29,519,000,000","26,953,000,000","27,338,000,000","27,553,000,000","24,708,000,000","23,461,000,000","22,063,000,000","20,793,000,000","17,560,000,000","16,815,000,000","16,223,000,000","14,233,000,000","12,464,000,000","10,672,000,000","11,575,000,000","10,258,557,590","9,393,082,930","8,502,201,700","7,508,942,093.76","7,012,344,930.05","7,419,542,340.88","7,343,627,940","6,261,951,017.48","5,114,043,340","4,325,799,978","3,041,552,412.99","3,722,150,000"
CostOfRevenue,"8,923,000,000","8,674,000,000","8,038,000,000","7,219,000,000","7,886,000,000","8,355,000,000","7,462,000,000","7,051,000,000","6,583,000,000","6,245,000,000","4,983,000,000","5,031,000,000","5,073,000,000","4,354,000,000","3,894,000,000","3,509,000,000","4,028,000,000","3,406,030,420","3,164,113,440","2,906,115,020","2,585,853,144.48","2,528,681,436.51","2,818,705,148.67","2,853,607,490","2,247,786,455.62","2,006,462,010","1,761,339,762","306,163,330.2","394,384,000"
GrossProfit,"23,619,000,000","22,534,000,000","21,482,000,000","19,734,000,000","19,453,000,000","19,199,000,000","17,246,000,000","16,410,000,000","15,479,000,000","14,548,000,000","12,578,000,000","11,784,000,000","11,149,000,000","9,879,000,000","8,570,000,000","7,163,000,000","7,547,000,000","6,852,527,170","6,228,969,490","5,596,086,680","4,923,088,949.28","4,483,663,493.54","4,600,837,192.21","4,490,020,450","4,014,164,561.86","3,107,581,330","2,564,460,216","2,777,058,132.03","3,327,766,000"
OperatingExpense,"16,741,000,000","16,532,000,000","15,255,000,000","13,269,000,000","12,832,000,000","13,596,000,000","11,523,000,000","11,350,000,000","10,317,000,000","9,674,000,000","7,812,000,000","7,267,000,000","7,099,000,000","5,726,000,000","5,004,000,000","4,321,000,000","4,786,000,000","4,115,220,000","3,650,550,420","3,259,036,600","2,899,198,215.76","2,762,653,492.43","10,347,082,381.37","3,177,293,570","3,211,845,705.96","2,311,555,540","1,717,001,442","1,962,157,128.75","2,458,810,000"
	SellingGeneralAndAdministration,"10,257,000,000","10,192,000,000","9,235,000,000","8,043,000,000","8,462,000,000","9,322,000,000","7,879,000,000","7,999,000,000","7,270,000,000","6,830,000,000","5,485,000,000","4,997,000,000","4,861,000,000","3,798,000,000","3,281,000,000","2,763,000,000","3,170,000,000","2,672,149,520","2,372,327,390","2,182,541,350","1,888,690,956.16","1,768,450,911.52","2,028,336,607.89","2,184,881,040","1,994,057,848.88","1,393,293,580","1,555,251,840","1,863,431,772.93",
		GeneralAndAdministrativeExpense,"1,390,000,000","1,364,000,000","1,289,000,000","1,187,000,000","1,356,000,000","1,629,000,000","1,098,000,000","1,075,000,000","1,005,000,000","1,048,000,000","892,000,000","866,000,000","949,000,000","715,000,000","636,000,000","564,000,000","624,000,000",,,,,,,,,,,,
			OtherGandA,"1,390,000,000","1,364,000,000","1,289,000,000","1,187,000,000","1,356,000,000","1,629,000,000","1,098,000,000","1,075,000,000","1,005,000,000","1,048,000,000","892,000,000","866,000,000","949,000,000","715,000,000","636,000,000","564,000,000","624,000,000",,,,,,,,,,,,
		SellingAndMarketingExpense,"8,867,000,000","8,828,000,000","7,946,000,000","6,856,000,000","7,106,000,000","7,693,000,000","6,781,000,000","6,924,000,000","6,265,000,000","5,782,000,000","4,593,000,000","4,131,000,000","3,912,000,000","3,083,000,000","2,645,000,000","2,199,000,000","2,546,000,000",,,,,,,,,,,,
	ResearchAndDevelopment,"6,456,000,000","6,324,000,000","6,080,000,000","5,270,000,000","4,454,000,000","4,292,000,000","3,624,000,000","3,352,000,000","3,044,000,000","2,845,000,000","2,331,000,000","2,282,000,000","2,261,000,000","1,935,000,000","1,729,000,000","1,591,000,000","1,627,000,000","1,460,217,230","1,335,049,780","1,088,315,590","1,019,268,684.96","994,202,580.91","910,212,142.04","899,128,000","968,967,701.74","745,342,500",,,
